ner_id,link,title,doi
18436,https://ieeexplore.ieee.org/document/4592293/,Feasibility and performance analysis of a high power drive based on four synchro-converters supplying a twelve-phase synchronous motor,10.1109/PESC.2008.4592293
18437,https://ieeexplore.ieee.org/document/4581250/,Comparative performance analysis of VSI and CSI supply solutions for high power multi-phase synchronous motor drives,10.1109/SPEEDHAM.2008.4581250
18438,https://ieeexplore.ieee.org/document/4581125/,A simple fault-tolerant induction motor drive for dependable electrical auxiliary equipment of railway locomotives,10.1109/SPEEDHAM.2008.4581125
18440,https://ieeexplore.ieee.org/document/4272384/,Power Electronic Conditioning Systems for Industrial Photovoltaic Fields: Centralized or String Inverters?,10.1109/ICCEP.2007.384213
18443,https://ieeexplore.ieee.org/document/4233800/,Modeling and Simulation of Electric Propulsion Systems for All-Electric Cruise Liners,10.1109/ESTS.2007.372064
18445,https://ieeexplore.ieee.org/document/1649892/,Integrated voltage and reactive power control for all electric ship power systems,10.1109/SPEEDAM.2006.1649892
18447,https://ieeexplore.ieee.org/document/1649791/,All-electric Mega-Yachts: Integrated power system operation and its interaction with propulsion converters,10.1109/SPEEDAM.2006.1649791
18449,https://ieeexplore.ieee.org/document/1490799/,Dependability of safety-critical systems,10.1109/ICIT.2004.1490799
18451,https://ieeexplore.ieee.org/document/1355573/,Compensation strategy for an active flicker compensator,10.1109/PESC.2004.1355573
18452,https://ieeexplore.ieee.org/document/1254615/,Neural network technique for the joint time-frequency analysis of distorted signal,10.1109/TIE.2003.819577
18454,https://ieeexplore.ieee.org/document/1234552/,Real-time estimation of power system frequency by neural network,10.1109/DEMPED.2003.1234552
18455,https://ieeexplore.ieee.org/document/10432772/,A Novel Embedded System for Real-Time Fault Diagnosis of Photovoltaic Modules,10.1109/JPHOTOV.2024.3359462
18458,https://ieeexplore.ieee.org/document/10199060/,Economic and Environmental Impact of Electric Vehicles Trends on Jointly-Acting Renewable Self-Consumers Groups,10.1109/EUROCON56442.2023.10199060
18460,https://ieeexplore.ieee.org/document/10171088/,TinyML for fault diagnosis of Photovoltaic Modules using Edge Impulse Platform,10.1109/icSmartGrid58556.2023.10171088
18461,https://ieeexplore.ieee.org/document/9947572/,\eta_{max}-Charging Strategy for Lithium-Ion Batteries in V2G Applications,10.1109/ECCE50734.2022.9947572
18465,https://ieeexplore.ieee.org/document/9363177/,"Deep Neural Networks for Predicting Solar Radiation at Hail Region, Saudi Arabia",10.1109/ACCESS.2021.3062205
18471,https://ieeexplore.ieee.org/document/9078226/,An Intelligent Irradiance Equalization Approach based on Fuzzy Logic for Small Reconfigurable PV Architecture,10.1109/IRSEC48032.2019.9078226
18476,https://ieeexplore.ieee.org/document/8810731/,XSG-based control scheme for a grid-connected hybrid generation system,10.1109/PTC.2019.8810731
18480,https://ieeexplore.ieee.org/document/8723829/,Micro-grid reactive power sharing using an adaptive virtual impedance technique,10.1109/WITS.2019.8723829
18483,https://ieeexplore.ieee.org/document/8723746/,Hardware implementation of new irradiance equalization algorithm for reconfigurable PV architecture on a FPGA platform,10.1109/WITS.2019.8723746
18485,https://ieeexplore.ieee.org/document/8723724/,A low-cost monitoring system for maximum power point of a photovoltaic system using IoT technique,10.1109/WITS.2019.8723724
18488,https://ieeexplore.ieee.org/document/8723805/,"Experimental assessment of Poly C-Si, CIGS and CdTe Photovoltaic technologies under real working conditions",10.1109/WITS.2019.8723805
18492,https://ieeexplore.ieee.org/document/8652014/,IoT-based experimental prototype for monitoring of photovoltaic arrays,10.1109/ICASS.2018.8652014
18496,https://ieeexplore.ieee.org/document/7534749/,Adaptive Neural Network-Based Control of a Hybrid AC/DC Microgrid,10.1109/TSG.2016.2597006
18498,https://ieeexplore.ieee.org/document/8191966/,Optical optimization of organic solar cells based on P3HT: PCBM interpenetrating blend,10.1109/ICEE-B.2017.8191966
18500,https://ieeexplore.ieee.org/document/8192007/,Multi-class neuro-fuzzy classifier for photovoltaic array faults diagnosis,10.1109/ICEE-B.2017.8192007
18504,https://ieeexplore.ieee.org/document/8192078/,ANN-based fault diagnosis technique for photovoltaic stings,10.1109/ICEE-B.2017.8192078
18506,https://ieeexplore.ieee.org/document/8192221/,Wind turbine performance enhancement by control of pitch angle using PID controller and particle swarm optimization,10.1109/ICEE-B.2017.8192221
18509,https://ieeexplore.ieee.org/document/8192059/,Performance prediction of a grid-connected photovoltaic plant,10.1109/ICEE-B.2017.8192059
18511,https://ieeexplore.ieee.org/document/8192051/,Potential-induced degradation test on CIGS photovoltaic modules,10.1109/ICEE-B.2017.8192051
18514,https://ieeexplore.ieee.org/document/7983867/,SARIMA-SVM hybrid model for the prediction of daily global solar radiation time series,10.1109/IRSEC.2016.7983867
18516,https://ieeexplore.ieee.org/document/7804289/,Neuro-fuzzy classifier for fault detection and classification in photovoltaic module,10.1109/ICMIC.2016.7804289
18517,https://ieeexplore.ieee.org/document/7416720/,Performance degradation of CIGS photovoltaic modules by light soaking and reverse bias,10.1109/INTEE.2015.7416720
18518,https://ieeexplore.ieee.org/document/7416732/,PSO based Direct Power Control of grid connected photovoltaic system,10.1109/INTEE.2015.7416732
18519,https://ieeexplore.ieee.org/document/7418579/,"Comparative analysis of P&O, modified hill climbing-FLC, and adaptive P&O-FLC MPPTs for microgrid standalone PV system",10.1109/ICRERA.2015.7418579
18522,https://ieeexplore.ieee.org/document/7177550/,Fuzzy-based power control for distributed generators based on solid oxide fuel cells,10.1109/ICCEP.2015.7177550
18523,https://ieeexplore.ieee.org/document/7177602/,Fault diagnosis in photovoltaic arrays,10.1109/ICCEP.2015.7177602
18524,https://ieeexplore.ieee.org/document/7177603/,Modeling and simulation of photovoltaic strings under partial shading conditions using Matlab/Simscape,10.1109/ICCEP.2015.7177603
18525,https://ieeexplore.ieee.org/document/7002018/,"The Photovoltaic Laboratory at the University of Trieste, Italy",10.1109/AEIT.2014.7002018
18526,https://ieeexplore.ieee.org/document/6844014/,On the impact of photovoltaic module characterization on the prediction of PV plant productivity,10.1109/EVER.2014.6844014
18527,https://ieeexplore.ieee.org/document/6471401/,FPGA-Based implementation of IncCond algorithm for photovoltaic applications,10.1109/ICM.2012.6471401
18529,https://ieeexplore.ieee.org/document/6471400/,Design and implementation of an FPGA-based fuzzy MPPT controller for PV standalone systems,10.1109/ICM.2012.6471400
18532,https://ieeexplore.ieee.org/document/6198070/,A method for evaluating shading losses involved in a GC-BIPV using real data,10.1109/SSD.2012.6198070
18535,https://ieeexplore.ieee.org/document/6198014/,State feedback control of a three level grid-connected photovoltaic inverter,10.1109/SSD.2012.6198014
18540,https://ieeexplore.ieee.org/document/4922514/,FPGA-based neural network for simulation of photovoltaic array: application for estimating the output power generation,10.1109/PVSC.2008.4922514
18543,https://ieeexplore.ieee.org/document/4555587/,CSM-autossociators combination for degraded machine printed character recognition,10.1109/ISSPA.2007.4555587
18548,https://ieeexplore.ieee.org/document/4555586/,Application of the wavelet and the Hough transform for detecting the skew angle in Arabic printed documents,10.1109/ISSPA.2007.4555586
18550,https://ieeexplore.ieee.org/document/4510930/,Modeling and simulation of photovoltaic panel based on artificial neural networks and VHDL-language,10.1109/ICECS.2007.4510930
18552,https://ieeexplore.ieee.org/document/4433926/,Robust control of manipulator robot by using the variable structure control with sliding mode,10.1109/MED.2007.4433926
18555,https://ieeexplore.ieee.org/document/4275897/,An ANFIS-based Forecasting for Solar Radiation Data from Sunshine Duration and Ambient Temperature,10.1109/PES.2007.386131
18557,https://ieeexplore.ieee.org/document/4155495/,Artificial intelligence based-modeling for sizing of a Stand-Alone Photovoltaic Power System: Proposition for a New Model using Neuro-Fuzzy System (ANFIS),10.1109/IS.2006.348488
18558,https://ieeexplore.ieee.org/document/4154469/,Neuro-Fuzzy Based Modeling for Photovoltaic Power Supply System,10.1109/PECON.2006.346625
18560,https://ieeexplore.ieee.org/document/1653242/,Development of an expert configuration of stand-alone power PV system based on adaptive neuro-fuzzy inference system (ANFIS),10.1109/MELCON.2006.1653242
18561,https://ieeexplore.ieee.org/document/1489526/,Artificial neural network model for prediction solar radiation data: application for sizing stand-alone photovoltaic power system,10.1109/PES.2005.1489526
18564,https://ieeexplore.ieee.org/document/1364402/,An adaptive wavenet model for sizing of stand-alone photovoltaic systems,10.1109/ICMECH.2004.1364402
18567,https://ieeexplore.ieee.org/document/1344762/,Neural network adaptive wavelets for sizing of stand-alone photovoltaic systems,10.1109/IS.2004.1344762
18571,https://ieeexplore.ieee.org/document/10424986/,A Generalized Supertwisting Algorithm Based on Terminal Sliding Manifold Control of Perturbed Unicycle Mobile Robots,10.1109/ACCESS.2024.3364082
18574,https://ieeexplore.ieee.org/document/9799510/,Machine and deep learning approaches for modeling global horizontal irradiation dynamics: a case study,10.1109/ICAAID51067.2022.9799510
18575,https://ieeexplore.ieee.org/document/9791148/,Distribution Network Reconfiguration for reliability Enhancement via Genetic Algorithm approach,10.1109/ICPEA51060.2022.9791148
18576,https://ieeexplore.ieee.org/document/10310222/,Optimal Recursive Terminal Sliding-Mode Control Using Super-Twisting Algorithm for Improving High Efficiency and Reliability of Pump Systems,10.1109/LCSYS.2023.3330748
18580,https://ieeexplore.ieee.org/document/10293005/,Design of an Easy-to-Implement Fixed-Time Stable Sliding Mode Control,10.1109/LCSYS.2023.3327235
18583,https://ieeexplore.ieee.org/document/10178162/,Nonsingular Terminal Sliding-mode Lateral Control of an Autonomous Vehicle with Global Fixed-time Stability Guarantees,10.23919/ECC57647.2023.10178162
18585,https://ieeexplore.ieee.org/document/10155929/,Improving High Efficiency and Reliability of Pump Systems using Optimal Fractional-order Integral Sliding-Mode Control Strategy,10.23919/ACC55779.2023.10155929
18586,https://ieeexplore.ieee.org/document/10152353/,Finite time control for grid-connected wind turbine under power step change and grid faults,10.1109/ICCAD57653.2023.10152353
18589,https://ieeexplore.ieee.org/document/9946300/,Design and Implementation of Finite-Time Control for Speed Tracking of Permanent Magnet Synchronous Motors,10.1109/LCSYS.2022.3221719
18592,https://ieeexplore.ieee.org/document/9993960/,Adaptive recursive nonsingular fast terminal sliding mode control for tracker design of quadrotor with unknown disturbances,10.1109/ICSC57768.2022.9993960
18597,https://ieeexplore.ieee.org/document/9993886/,Robust Super Twisting Terminal Sliding Mode Tracking Control for a Quadrotor UAV with Disturbances in Discrete-Time,10.1109/ICSC57768.2022.9993886
18600,https://ieeexplore.ieee.org/document/9993935/,Discrete-Time Fast Terminal Sliding Mode Control Design for a Quadrotor UAV with Disturbances,10.1109/ICSC57768.2022.9993935
18601,https://ieeexplore.ieee.org/document/9838033/,Barrier function-based adaptive nonsingular fast terminal sliding mode control for disturbed UAVs,10.23919/ECC55457.2022.9838033
18604,https://ieeexplore.ieee.org/document/9668559/,A Review on the Prediction of Energy Consumption in the Industry Sector Based on Machine Learning Approaches,10.1109/ISAECT53699.2021.9668559
18608,https://ieeexplore.ieee.org/document/9655113/,A novel integral nonlinear hyperplane-based sliding mode controller for a quadrotor vehicle subjected to disturbances,10.23919/ECC54610.2021.9655113
18610,https://ieeexplore.ieee.org/document/9635488/,Short-Term Load Forecasting: Based on Hybrid CNN-LSTM Neural Network,10.1109/ICPRE52634.2021.9635488
18613,https://ieeexplore.ieee.org/document/9632241/,A Novel Nonlinear Sliding Mode Control Scheme for PMSG Based on Wind Energy Conversion System,10.1109/SUMMA53307.2021.9632241
18614,https://ieeexplore.ieee.org/document/9621717/,Convolutional Neural Network (CNN) Extended Architectures for Photovoltaic Power Production Forecasting,10.1109/ICSGCE52779.2021.9621717
18615,https://ieeexplore.ieee.org/document/9476876/,New hybrid fractional-order control-based disturbances observer for autonomous quadrotor vehicles subjected to disturbances,10.1109/ICUAS51884.2021.9476876
18616,https://ieeexplore.ieee.org/document/9330792/,Adaptive Fractional-Order Nonsingular Fast Terminal Sliding Mode Based Robust Tracking Control of Quadrotor UAV With Gaussian Random Disturbances and Uncertainties,10.1109/TAES.2021.3053109
18617,https://ieeexplore.ieee.org/document/9247922/,Adaptive Nonlinear Controller for the Trajectory Tracking of the Quadrotor with Uncertainties,10.1109/GPECOM49333.2020.9247922
18618,https://ieeexplore.ieee.org/document/9204143/,Comparison of the different control strategies for Quadrotor Unmanned Aerial Vehicle,10.1109/ISCV49265.2020.9204143
18619,https://ieeexplore.ieee.org/document/9143707/,Fractional order sliding mode control for the tracking problem of Quadrotor UAV under external disturbances,10.23919/ECC51009.2020.9143707
18621,https://ieeexplore.ieee.org/document/9078146/,Power Control for Wind Turbine Driving a Doubly Fed Induction Generator using Type-2 Fuzzy Logic Controller,10.1109/IRSEC48032.2019.9078146
18625,https://ieeexplore.ieee.org/document/8950657/,Fractional-order Fast Terminal Sliding Mode Control of Uncertain Quadrotor UAV with Time-varying Disturbances,10.1109/ICSC47195.2019.8950657
18627,https://ieeexplore.ieee.org/document/8950624/,Study of hybrid PV_CSP plants considering two dispatching strategies in Ouarzazate,10.1109/ICSC47195.2019.8950624
18628,https://ieeexplore.ieee.org/document/8702881/,Modeling and Robust Integral Sliding Mode Control for a Quadrotor Unmanned Aerial Vehicle,10.1109/IRSEC.2018.8702881
18631,https://ieeexplore.ieee.org/document/10363294/,Optimal Sizing of Grid-Tied Microgrids: A Sensitivity Analysis,10.1109/PowerAfrica57932.2023.10363294
18639,https://ieeexplore.ieee.org/document/10363305/,A Fuzzy Logic Based Controller for Synchronization of VSG Controlled Grid-Forming Inverters,10.1109/PowerAfrica57932.2023.10363305
18640,https://ieeexplore.ieee.org/document/9163889/,Desired Reference Model and Observer Based on T-S Fuzzy Control for PMSG Based Wind Energy Conversion System,10.1109/REDEC49234.2020.9163889
18641,https://ieeexplore.ieee.org/document/8618803/,Sensorless Control of the PMSG in WECS Using Artificial Neural Network and Sliding Mode Observer,10.1109/ISAECT.2018.8618803
18642,https://ieeexplore.ieee.org/document/8596515/,Design of Fuzzy Control T-S for Wind Energy Conversion System Based PMSG Using LMI Approach,10.1109/CIST.2018.8596515
18643,https://ieeexplore.ieee.org/document/10363270/,Fast Power Compensation MPC Based Control Strategy of a DC-DC Converter Interfaced Supercapacitor for PV Based Microgrids,10.1109/PowerAfrica57932.2023.10363270
18647,https://ieeexplore.ieee.org/document/10253281/,Frequency-Watt Algorithm Employment for Grid-connected Microgrid Using PHIL Simulation: Case Study of the Smart Grid Test Lab in Morocco,10.1109/ICECCME57830.2023.10253281
18653,https://ieeexplore.ieee.org/document/9743727/,Data-Driven Estimation of Voltage-to-Power Sensitivities Considering Their Mutual Dependency in Medium Voltage Distribution Networks,10.1109/TPWRS.2022.3162745
18656,https://ieeexplore.ieee.org/document/9254275/,State of Health Estimation for Lithium-Ion Batteries Using Long-Term Recurrent Convolutional Network,10.1109/IECON43393.2020.9254275
18660,https://ieeexplore.ieee.org/document/9236232/,Spread Spectrum Based Power Line Communication and EM Noise Reduction Technique for Bidirectional HB CLLC Resonant Converter,10.1109/ECCE44975.2020.9236232
18664,https://ieeexplore.ieee.org/document/8721771/,Coordinated Frequency Control of a Doubly-Fed Induction Generator and Battery Using the Flexible Power Reference,10.1109/APEC.2019.8721771
18667,https://ieeexplore.ieee.org/document/7781022/,Power Smoothing of a Variable-Speed Wind Turbine Generator in Association With the Rotor-Speed-Dependent Gain,10.1109/TSTE.2016.2637907
18672,https://ieeexplore.ieee.org/document/7854886/,Assessment of system frequency support effect of PMSG-WTG using torque-limit-based inertial control,10.1109/ECCE.2016.7854886
18681,https://ieeexplore.ieee.org/document/7747857/,Inertial response of wind power plants: A comparison of frequency-based inertial control and stepwise inertial control,10.1109/NAPS.2016.7747857
18683,https://ieeexplore.ieee.org/document/7742060/,Frequency support of PMSG-WTG based on improved inertial control,10.1109/PESGM.2016.7742060
18684,https://ieeexplore.ieee.org/document/7462275/,Stable Adaptive Inertial Control of a Doubly-Fed Induction Generator,10.1109/TSG.2016.2559506
18686,https://ieeexplore.ieee.org/document/7390324/,Frequency Control Support of a Doubly-Fed Induction Generator Based on the Torque Limit,10.1109/TPWRS.2015.2514240
18688,https://ieeexplore.ieee.org/document/7167810/,Modified stepwise inertial control using the mechanical input and electrical output curves of a doubly fed induction generator,10.1109/ICPE.2015.7167810
18690,https://ieeexplore.ieee.org/document/10363156/,Green Grid: Pioneering the Smart and Suistainable Microgrid Solution in Africa: Case Study of Morocco,10.1109/PowerAfrica57932.2023.10363156
18691,https://ieeexplore.ieee.org/document/10308845/,Voltage Stability in DC Microgrid Using Backtracking Search Algorithm PI Controllers,10.1109/ICOA58279.2023.10308845
18693,https://ieeexplore.ieee.org/document/10269415/,"Home Energy Management Systems (HEMS) Control Strategies Testing and Validation: Design of a Laboratory Setup for Power Hardware-in-the-loop (PHIL) considering Multi-timescale Co-Simulation at the Smart Grids Test Lab, Morocco",10.1109/ICRERA59003.2023.10269415
18697,https://ieeexplore.ieee.org/document/10252985/,Power Losses Minimization for Cooperative Microgrids Distribution Systems,10.1109/ICECCME57830.2023.10252985
18698,https://ieeexplore.ieee.org/document/10309130/,Nonlinear Observer-Based Controller Design for VSC-Based HVDC Transmission Systems Under Uncertainties,10.1109/ACCESS.2023.3330440
18706,https://ieeexplore.ieee.org/document/10152899/,Robust Nonlinear Control Design of MMC-HVDC Systems for Wind Power Plants Integration,10.1109/IRASET57153.2023.10152899
18712,https://ieeexplore.ieee.org/document/9738017/,A new multilevel DC-AC converter topology with a reduced number of switches controlled by the multi-carrier sinusoidal PWM technique,10.1109/IRASET52964.2022.9738017
18715,https://ieeexplore.ieee.org/document/6981323/,Nonlinear adaptive control of single phase half bridge shunt active power filter,10.1109/CCA.2014.6981323
18720,https://ieeexplore.ieee.org/document/6911208/,Adaptive control of uninterruptible power supply based on AC/AC Power Converter,10.1109/ICMCS.2014.6911208
18721,https://ieeexplore.ieee.org/document/6911206/,Observation and nonlinear control single phase half bridge shunt active power filter,10.1109/ICMCS.2014.6911206
18722,https://ieeexplore.ieee.org/document/10152932/,Nonlinear Control of Five-Phase PMSG Wind Turbine connected to Vienna Type Rectifier Using SVPWM,10.1109/IRASET57153.2023.10152932
18724,https://ieeexplore.ieee.org/document/9737782/,Bidirectional On-Board charger based on the efficient topology Vienna Rectifier,10.1109/IRASET52964.2022.9737782
18727,https://ieeexplore.ieee.org/document/9314459/,Telemedicine application to reduce the spread of Covid-19,10.1109/ICECOCS50124.2020.9314459
18730,https://ieeexplore.ieee.org/document/8488829/,Aerodynamic design and 3D analysis of wind turbine rotor,10.1109/REPSGIE.2018.8488829
18733,https://ieeexplore.ieee.org/document/6315043/,Wind sensorless control of wind energy conversion system with PMS generator,10.1109/ACC.2012.6315043
18736,https://ieeexplore.ieee.org/document/10521612/,Comparing the Role of Long Duration Energy Storage Technologies for Zero-Carbon Electricity Systems,10.1109/ACCESS.2024.3397918
18742,https://ieeexplore.ieee.org/document/10538433/,Adaptive Robust Load Restoration via Coordinating Distribution Network Reconfiguration and Mobile Energy Storage,10.1109/TSG.2024.3404776
18747,https://ieeexplore.ieee.org/document/10532492/,Theoretical Study on Large-scale Microgrids and their Equivalent Modelling,10.1109/ACPEE60788.2024.10532492
18749,https://ieeexplore.ieee.org/document/10135615/,Operation and Protection of Large-scale Microgrid Operated at Constant Frequency,10.1109/ACPEE56931.2023.10135615
18750,https://ieeexplore.ieee.org/document/10038301/,A Novel Protection Coordination Scheme for Regionalized Microgrid at Islanded Mode,10.1109/IEEEPESGTDLatinAmeri53482.2022.10038301
18753,https://ieeexplore.ieee.org/document/9783914/,Constant Frequency Operated Autonomous AC Microgrid with Different MPPT Methods Applied to PV Panels and with Converting Circuit for Powering Unbalanced Loads,10.1109/ACPEE53904.2022.9783914
18754,https://ieeexplore.ieee.org/document/8526333/,Sustainable Deep Learning at Grid Edge for Real-Time High Impedance Fault Detection,10.1109/TSUSC.2018.2879960
18759,https://ieeexplore.ieee.org/document/9597833/,Issues on Autonomous AC Microgrid Operated at Constant Frequency,10.1109/AUPEC52110.2021.9597833
18760,https://ieeexplore.ieee.org/document/9364633/,A Novel Load Flow Algorithm for Islanded Microgrid Considering the Regionalization Approach,10.1109/SGES51519.2020.00077
18761,https://ieeexplore.ieee.org/document/9364488/,Comparison of Different Control Methods for Maximum Power Point Tracking of Solar and Wind Energy,10.1109/SGES51519.2020.00111
18763,https://ieeexplore.ieee.org/document/9364526/,Control Strategy of Three-phase Inverter under Weak Grid Condition,10.1109/SGES51519.2020.00137
18771,https://ieeexplore.ieee.org/document/9293875/,Voltage Profile Improvement in Autonomous AC Microgrid Operated at Constant Frequency and Equivalent Parallel Operation of Inverters,10.1109/TENCON50793.2020.9293875
18773,https://ieeexplore.ieee.org/document/8981865/,Modulated Model Predictive Control for Four-Leg Inverters With Online Duty Ratio Optimization,10.1109/TIA.2020.2971448
18779,https://ieeexplore.ieee.org/document/9105595/,Islanded AC Microgrid Stability and Feasibility Analysis on V-P Control with Estimation at Constant Frequency,10.1109/ICPES47639.2019.9105595
18780,https://ieeexplore.ieee.org/document/9105549/,Study on PCB Based Litz Wire Applications for Air-Core Inductor and Planar Transformer,10.1109/ICPES47639.2019.9105549
18783,https://ieeexplore.ieee.org/document/8915522/,Fault Detection in DC Microgrid using Teager Energy Operation on Wavelet-coefficients,10.23919/EPE.2019.8915522
18786,https://ieeexplore.ieee.org/document/8859872/,Uncertainty Analysis for Day Ahead Stochastic Power Dispatch of Islanded Microgrid,10.1109/SEGE.2019.8859872
18787,https://ieeexplore.ieee.org/document/8797125/,Small Signal Stability and V-P Control of Islanded AC Microgrid at Constant Frequency,10.23919/ICPE2019-ECCEAsia42246.2019.8797125
18788,https://ieeexplore.ieee.org/document/8681389/,DA-DCGAN: An Effective Methodology for DC Series Arc Fault Diagnosis in Photovoltaic Systems,10.1109/ACCESS.2019.2909267
18789,https://ieeexplore.ieee.org/document/8493335/,Asymptotically Stable Predictive Control of Grid-Connected Converter Based on Discrete Space Vector Modulation,10.1109/TII.2018.2876274
18790,https://ieeexplore.ieee.org/document/8488561/,PI Parameter Tuning of Converters for Sub-Synchronous Interactions Existing in Grid-Connected DFIG Wind Turbines,10.1109/TPEL.2018.2875350
18795,https://ieeexplore.ieee.org/document/8345668/,Single-Phase Multicell AC–DC Converter With Optimized Controller and Passive Filter Parameters,10.1109/TIE.2018.2829674
18796,https://ieeexplore.ieee.org/document/8757958/,Sequence Components Based Three-Phase Power Flow Algorithm with Renewable Energy Resources for A Practical Application,10.1109/AUPEC.2018.8757958
18797,https://ieeexplore.ieee.org/document/8757996/,Review on Heavy Mass Energy Storage and a New Such a System Using Interleaved Magnetic Structure,10.1109/AUPEC.2018.8757996
18798,https://ieeexplore.ieee.org/document/8757908/,Study on Core Loss Reduction in the Transformer of Isolated DC/DC Converter with Series L-C and Resonant L-C Shunt Filter,10.1109/AUPEC.2018.8757908
18799,https://ieeexplore.ieee.org/document/8757920/,Stability Analysis and Control of Hybrid Microgrid,10.1109/AUPEC.2018.8757920
18800,https://ieeexplore.ieee.org/document/8650273/,Multi-objective Power Optimization of Microgrid with Distributed Generation,10.1109/TENCON.2018.8650273
18801,https://ieeexplore.ieee.org/document/8650193/,"Operation of Autonomous AC Microgrid at Constant Frequency and with Reactive Power Generation from Grid-forming, Grid-supporting and Grid-feeding Generators",10.1109/TENCON.2018.8650193
18802,https://ieeexplore.ieee.org/document/8642080/,High Impedance Fault Detection by Convolutional Deep Neural Network,10.1109/ICHVE.2018.8642080
18803,https://ieeexplore.ieee.org/document/8592702/,Series Arc Fault Detection in DC Microgrid Using Hybrid Detection Method,10.1109/IECON.2018.8592702
18804,https://ieeexplore.ieee.org/document/8557385/,Lyapunov-Function Based Predictive Approach for Load Voltage Control of Four-Leg Inverter with an Output LC filter,10.1109/ECCE.2018.8557385
18806,https://ieeexplore.ieee.org/document/8535779/,Development of UHF Sensors for Partial Discharge Detection in Power Transformer,10.1109/CMD.2018.8535779
18808,https://ieeexplore.ieee.org/document/8107547/,Mixed-Integer Nonlinear Programming Formulation for Distribution Networks Reliability Optimization,10.1109/TII.2017.2773572
18812,https://ieeexplore.ieee.org/document/8289294/,Optimization of LCL filter and controller parameters for grid-connected converter adopting differential evolution (DE) algorithm,10.1109/PEDS.2017.8289294
18814,https://ieeexplore.ieee.org/document/8282435/,Simplified finite control set model predictive control (FCS-MPC) with extended voltage vectors for grid connected converters,10.1109/AUPEC.2017.8282435
18815,https://ieeexplore.ieee.org/document/8282513/,Technical and non-technical juxtaposition of domestic lighting bulbs of the Australian market,10.1109/AUPEC.2017.8282513
18820,https://ieeexplore.ieee.org/document/8282464/,Study on DC series arc fault in photovoltaic systems for condition monitoring purpose,10.1109/AUPEC.2017.8282464
18821,https://ieeexplore.ieee.org/document/8217201/,Arcing fault detection in the scenario with renewable energy generation,10.1109/IECON.2017.8217201
18823,https://ieeexplore.ieee.org/document/8056124/,Issues on load shedding in a microgrid operated at constant frequency,10.1109/ICEMS.2017.8056124
18824,https://ieeexplore.ieee.org/document/8056068/,Multi-cell DC-DC converter based solid-state transformer (SST) design featuring medium-voltage grid-tie application,10.1109/ICEMS.2017.8056068
18825,https://ieeexplore.ieee.org/document/7846126/,Operation of islanded microgrid at constant frequency with distributed grid-supporting generators,10.1109/SPEC.2016.7846126
18826,https://ieeexplore.ieee.org/document/7846127/,Field-circuit analysis of planar transformer at medium frequency for converter application,10.1109/SPEC.2016.7846127
18828,https://ieeexplore.ieee.org/document/7811795/,Design of a bi-directional DC-DC converter for Solid-State Transformer(SST) application by exploiting the shoot through mode,10.1109/ICSET.2016.7811795
18829,https://ieeexplore.ieee.org/document/7800653/,Hysteretic iron-core modelling for inrush current transients using Jiles-Atherton model,10.1109/ICHVE.2016.7800653
18832,https://ieeexplore.ieee.org/document/7754076/,Operation of microgrid at constant frequency with a standby backup grid-forming generator,10.1109/POWERCON.2016.7754076
18833,https://ieeexplore.ieee.org/document/7754075/,Modeling a DC-current-controlled variable inductance and its application to grid-tied converters,10.1109/POWERCON.2016.7754075
18834,https://ieeexplore.ieee.org/document/7753914/,Design and comprehensive modelling of solid-state transformer(SST) based substation,10.1109/POWERCON.2016.7753914
18835,https://ieeexplore.ieee.org/document/7378999/,Planar PCB Transformer Model for Circuit Simulation,10.1109/TMAG.2016.2516995
18836,https://ieeexplore.ieee.org/document/7337441/,Implementation of a Nonlinear Planar Magnetics Model,10.1109/TPEL.2015.2503744
18837,https://ieeexplore.ieee.org/document/7380985/,Integration of renewable energy generation with conventional diesel-engine powered generation in a microgrid,10.1109/APPEEC.2015.7380985
18838,https://ieeexplore.ieee.org/document/7381055/,Study on medium-frequency transformer isolated substation,10.1109/APPEEC.2015.7381055
18840,https://ieeexplore.ieee.org/document/7324822/,Application of modified all-phase FFT to extract signals in microgrid for condition monitoring and control purposes,10.1109/AUPEC.2015.7324822
18842,https://ieeexplore.ieee.org/document/7324820/,De-coupled PQ control for operation of islanded microgrid,10.1109/AUPEC.2015.7324820
18843,https://ieeexplore.ieee.org/document/7203512/,Electromagnetic and thermal characterisation of PCB planar transformer,10.1109/PEDS.2015.7203512
18844,https://ieeexplore.ieee.org/document/7203436/,A universal controller for grid-tied DC/AC converters for harnessing PV panel based solar energy and PMSG based wind energy,10.1109/PEDS.2015.7203436
18846,https://ieeexplore.ieee.org/document/7203437/,A new method for operating microgrid with the capability of coping with switch-in and switch-off of large percentage of real and reactive power,10.1109/PEDS.2015.7203437
18848,https://ieeexplore.ieee.org/document/7157293/,High-frequency planar transformer parameter estimation using differential evolution,10.1109/INTMAG.2015.7157293
18849,https://ieeexplore.ieee.org/document/7122321/,High-Frequency Planar Transformer Parameter Estimation,10.1109/TMAG.2015.2443791
18850,https://ieeexplore.ieee.org/document/7038738/,Modeling and detection of high impedance faults,10.1109/ICSGTEIS.2014.7038738
18853,https://ieeexplore.ieee.org/document/6966520/,"Design and modelling of grid-connected PMSG-based wind energy conversion through diode rectifier, DC/DC and DC/AC converters",10.1109/AUPEC.2014.6966520
