,Unnamed: 0,ner_id,link,title,doi
61,61,225,/doi/10.1145/3505745.3505751,A Strategic Perspective on Big Data Driven Socioeconomic Development,https://doi.org/10.1145/3505745.3505751
62,62,226,/doi/10.1145/2905055.2905194,Non-Relational Databases in Big Data,https://doi.org/10.1145/2905055.2905194
63,63,228,/doi/10.1145/3363459.3363533,Big Data,https://doi.org/10.1145/3363459.3363533
64,64,231,/doi/10.1145/3474944.3474950,Anomaly Detection for Big Data Security: A Benchmark,https://doi.org/10.1145/3474944.3474950
65,65,237,/doi/10.1145/3627915.3629592,Design and Development of Big Data Platform for Smart University,https://doi.org/10.1145/3627915.3629592
66,66,242,/doi/10.1145/3328833.3328841,Big Data in Healthcare,https://doi.org/10.1145/3328833.3328841
67,67,248,/doi/10.1145/2534921.2534924,When big data meets big smog,https://doi.org/10.1145/2534921.2534924
68,68,255,/doi/10.1145/3626252.3630888,Learning Big Data Systems via Emulation,https://doi.org/10.1145/3626252.3630888
69,69,257,/doi/10.1145/3158350,"Big Data: Business, Technology, Education, and Science",https://doi.org/10.1145/3158350
70,70,266,/doi/10.1145/2874239.2874256,Era of big data,https://doi.org/10.1145/2874239.2874256
71,71,269,/doi/10.1145/3409801,Big Data Processing on Volunteer Computing,https://doi.org/10.1145/3409801
72,72,273,/doi/10.1145/3150919.3150923,Geospatial Big Data Analytics Engine for Spark,https://doi.org/10.1145/3150919.3150923
73,73,280,/doi/10.1145/2948992.2949024,Data Warehousing in Big Data,https://doi.org/10.1145/2948992.2949024
74,74,283,/doi/10.1145/2640087.2644153,Computing Issues for Big Data,https://doi.org/10.1145/2640087.2644153
75,75,285,/doi/10.1145/2781562.2781574,Big Data Applications,https://doi.org/10.1145/2781562.2781574
76,76,287,/doi/10.1145/3410352.3410785,Application of Big Data in Logistics,https://doi.org/10.1145/3410352.3410785
77,77,291,/doi/10.1145/3386723.3387841,Big Data security and privacy techniques,https://doi.org/10.1145/3386723.3387841
78,78,295,/doi/10.1145/3209281.3209372,Census big data analytics use,https://doi.org/10.1145/3209281.3209372
79,79,300,/doi/10.1145/2723372.2742794,Telco Churn Prediction with Big Data,https://doi.org/10.1145/2723372.2742794
80,80,310,/doi/10.1145/3010089.3010113,The Role of Sampling in Big Data Analysis,https://doi.org/10.1145/3010089.3010113
81,81,312,/doi/10.1145/2808580.2808667,Introducing big data topics,https://doi.org/10.1145/2808580.2808667
82,82,317,/doi/10.1145/3132498.3132510,Characterizing big data software architectures,https://doi.org/10.1145/3132498.3132510
83,83,321,/doi/10.1145/2609876.2609891,User Evaluation Methodology Framework in Big Data Environments,https://doi.org/10.1145/2609876.2609891
84,84,322,/doi/10.1145/3264560.3264571,Definition and Scope of Big Data Problem,https://doi.org/10.1145/3264560.3264571
85,85,325,/doi/10.1145/2663715.2669614,Privacy and Security of Big Data,https://doi.org/10.1145/2663715.2669614
86,86,326,/doi/10.1145/3383972.3384075,Sociological Aspects of Big Data Privacy,https://doi.org/10.1145/3383972.3384075
87,87,330,/doi/10.1145/3312714.3312728,IoT Big Data Value Map,https://doi.org/10.1145/3312714.3312728
88,88,334,/doi/10.1145/3193077.3193079,Interaction Between Big Data and Cognitive Science,https://doi.org/10.1145/3193077.3193079
89,89,337,/doi/10.1145/2479724.2479730,Big data and e-government,https://doi.org/10.1145/2479724.2479730
90,90,340,/doi/10.1145/2658840.2658842,A Paradigm for Learning Queries on Big Data,https://doi.org/10.1145/2658840.2658842
91,91,345,/doi/10.14778/2824032.2824140,Big data research,https://doi.org/10.14778/2824032.2824140
92,92,347,/doi/10.1145/2640087.2644168,Big Data Analysis with Interactive Visualization using R packages,https://doi.org/10.1145/2640087.2644168
93,93,354,/doi/10.1145/3206157.3206166,"The 10 Vs, Issues and Challenges of Big Data",https://doi.org/10.1145/3206157.3206166
94,94,361,/doi/10.1145/3297730.3297744,The Wisdom City Based on the Big Data Technology,https://doi.org/10.1145/3297730.3297744
95,95,364,/doi/10.1145/3501409.3501703,Construction and Innovative Application of Chongqing Ecological Environment Big Data Platform,https://doi.org/10.1145/3501409.3501703
96,96,372,/doi/10.1145/2481244.2481246,Mining big data,https://doi.org/10.1145/2481244.2481246
97,97,375,/doi/10.1145/2745754.2745771,Querying Big Data by Accessing Small Data,https://doi.org/10.1145/2745754.2745771
98,98,381,/doi/10.1145/2939672.2939736,Crime Rate Inference with Big Data,https://doi.org/10.1145/2939672.2939736
99,99,386,/doi/10.1145/2640087.2644173,Fast Mode Regression in Big Data Analysis,https://doi.org/10.1145/2640087.2644173
100,100,391,/doi/10.1145/3416921.3416943,Uncertainty and Imprecision in Big Data Management,https://doi.org/10.1145/3416921.3416943
101,101,392,/doi/10.1145/3538950.3538951,A Drug Safety Traceability Model Based on Big Data,https://doi.org/10.1145/3538950.3538951
102,102,398,/doi/10.1145/3510003.3510619,Big data = big insights?,https://doi.org/10.1145/3510003.3510619
103,103,403,/doi/10.1145/2896387.2900335,Warehousing and Protecting Big Data,https://doi.org/10.1145/2896387.2900335
104,104,404,/doi/10.1145/3424978.3425010,Research on Scientific Data Management in Big Data Era,https://doi.org/10.1145/3424978.3425010
105,105,408,/doi/10.1145/3291801.3291813,Intellectual Property Risks and Protection Mechanisms of Big Data,https://doi.org/10.1145/3291801.3291813
106,106,411,/doi/10.1145/2812428.2812441,Big data in electricity-visualization aspect,https://doi.org/10.1145/2812428.2812441
107,107,414,/doi/10.1145/2447481.2447491,Predictive analytics with surveillance big data,https://doi.org/10.1145/2447481.2447491
108,108,420,/doi/10.1145/2609876.2609884,Multidisciplinary Teamwork and Big Data,https://doi.org/10.1145/2609876.2609884
109,109,421,/doi/10.1145/3183713.3183757,Big Data Linkage for Product Specification Pages,https://doi.org/10.1145/3183713.3183757
110,110,427,/doi/10.1145/3340017.3340032,Big Data Perception & Usage,https://doi.org/10.1145/3340017.3340032
111,111,430,/doi/10.1145/2612733.2612762,Local big data,https://doi.org/10.1145/2612733.2612762
112,112,433,/doi/10.1145/2609876.2609877,"Big Data and the Invisible, Social Dimensions of Science",https://doi.org/10.1145/2609876.2609877
113,113,435,/doi/10.1145/2377978.2377984,Application-driven energy-efficient architecture explorations for big data,https://doi.org/10.1145/2377978.2377984
114,114,441,/doi/10.1145/3345252.3345282,Conceptual Architecture of GATE Big Data Platform,https://doi.org/10.1145/3345252.3345282
115,115,446,/doi/10.1145/2487575.2487588,Beyond myopic inference in big data pipelines,https://doi.org/10.1145/2487575.2487588
116,116,451,/doi/10.1145/2896825.2896828,A big data framework for cloud monitoring,https://doi.org/10.1145/2896825.2896828
117,117,457,/doi/10.1145/3579654.3579686,A method for accelerating relations search over big data scenario,https://doi.org/10.1145/3579654.3579686
118,118,462,/doi/10.1145/2345316.2345347,"On clusterization of ""big data"" streams",https://doi.org/10.1145/2345316.2345347
119,119,465,/doi/10.1145/3175684.3175687,A Data-based Method for Industrial Big Data Project Prioritization,https://doi.org/10.1145/3175684.3175687
120,120,470,/doi/10.1145/3141128.3141149,Scalable OLAP-Based Big Data Analytics over Cloud Infrastructures,https://doi.org/10.1145/3141128.3141149
121,121,471,/doi/10.1145/3148055.3148057,Big Data Aware Virtual Machine Placement in Cloud Data Centers,https://doi.org/10.1145/3148055.3148057
122,122,476,/doi/10.1145/3627377.3627394,Innovation in the maths classroom with big data for education,https://doi.org/10.1145/3627377.3627394
123,123,479,/doi/10.1145/3085228.3085319,Can big data improve public policy analysis?,https://doi.org/10.1145/3085228.3085319
124,124,483,/doi/10.1145/3368691.3368717,Big data challenges and achievements,https://doi.org/10.1145/3368691.3368717
125,125,488,/doi/10.1145/3379247.3379294,Malicious SIM Cards Identification Method Based on Telecom Big Data Analytics,https://doi.org/10.1145/3379247.3379294
126,126,496,/doi/10.1145/3404687.3404707,Optimization of Clothing Supply Standard Based on Big Data,https://doi.org/10.1145/3404687.3404707
127,127,500,/doi/10.1145/3579371.3589082,Profiling Hyperscale Big Data Processing,https://doi.org/10.1145/3579371.3589082
128,128,510,/doi/10.1145/2890602.2890619,Big Data and Analytics Leaders,https://doi.org/10.1145/2890602.2890619
129,129,514,/doi/10.1145/3503928.3503929,Big Data: Finding Frequencies of Faulty Multimedia Data,https://doi.org/10.1145/3503928.3503929
130,130,518,/doi/10.1145/3474944.3474951,Big Data Analytics in Association Rule Mining: A Systematic Literature Review,https://doi.org/10.1145/3474944.3474951
131,131,526,/doi/10.1145/3019612.3019700,From IoT big data to IoT big services,https://doi.org/10.1145/3019612.3019700
132,132,530,/doi/10.1145/3090354.3090370,Towards Clustering Validation in Big Data Context,https://doi.org/10.1145/3090354.3090370
133,133,535,/doi/10.1145/2331042.2331058,Interactive analysis of big data,https://doi.org/10.1145/2331042.2331058
134,134,538,/doi/10.1145/2957276.2997027,Towards Re-Orienting the Big Data Rhetoric,https://doi.org/10.1145/2957276.2997027
135,135,540,/doi/10.1145/2660168.2660187,Big Data for Musicology,https://doi.org/10.1145/2660168.2660187
136,136,556,/doi/10.1145/3460620.3460622,Meteorological forecasting based on big data analysis,https://doi.org/10.1145/3460620.3460622
137,137,558,/doi/10.1145/3474944.3474962,Research on University Education Innovation in the Big Data Era,https://doi.org/10.1145/3474944.3474962
138,138,560,/doi/10.1145/3444757.3485106,Locality-Aware Workflow Orchestration for Big Data,https://doi.org/10.1145/3444757.3485106
139,139,568,/doi/10.1145/3274250.3275113,Big Data Service Delivery Network,https://doi.org/10.1145/3274250.3275113
140,140,571,/doi/10.1145/3220199.3220220,SAT-based Important Data Reliability Enhancement Model for Big Data Storage,https://doi.org/10.1145/3220199.3220220
141,141,575,/doi/10.1145/2676536.2676538,High performance integrated spatial big data analytics,https://doi.org/10.1145/2676536.2676538
142,142,580,/doi/10.1145/2699414,Exascale computing and big data,https://doi.org/10.1145/2699414
143,143,583,/doi/10.1145/3578339.3578345,Research on Satellite-borne Big-data Storage System,https://doi.org/10.1145/3578339.3578345
144,144,589,/doi/10.1145/2745754.2745782,"Computational Thinking, Inferential Thinking and ""Big Data""",https://doi.org/10.1145/2745754.2745782
145,145,591,/doi/10.1145/3322134.3322137,Implementation Practice of Big Data Technology in a Sharing Economy,https://doi.org/10.1145/3322134.3322137
146,146,593,/doi/10.1145/3437075.3437078,Implementation of Big Data Analytics,https://doi.org/10.1145/3437075.3437078
147,147,597,/doi/10.1145/3438872.3439086,Design and Implementation of Componentized Big Data Platform,https://doi.org/10.1145/3438872.3439086
148,148,601,/doi/10.1145/2247596.2247598,"Inside ""Big Data management""",https://doi.org/10.1145/2247596.2247598
149,149,605,/doi/10.1145/2837060.2837112,Safe-Return-Home Service based on Big Data Analytics,https://doi.org/10.1145/2837060.2837112
150,150,610,/doi/10.1145/2839509.2844651,Teaching Big Data with a Virtual Cluster,https://doi.org/10.1145/2839509.2844651
151,151,612,/doi/10.1145/3507524.3507534,Enterprise big data management based on Knowledge Graph,https://doi.org/10.1145/3507524.3507534
152,152,616,/doi/10.1145/3404555.3404630,Efficient Optimized Strategy of Big Data Retrieval,https://doi.org/10.1145/3404555.3404630
153,153,622,/doi/10.1145/3264560.3266429,Scalable Privacy-Preserving Big Data Management and Analytics,https://doi.org/10.1145/3264560.3266429
154,154,623,/doi/10.1145/3127942.3127961,Determinants of Big Data Adoption and Success,https://doi.org/10.1145/3127942.3127961
155,155,627,/doi/10.1145/3006299.3006311,Towards a comprehensive data lifecycle model for big data environments,https://doi.org/10.1145/3006299.3006311
156,156,632,/doi/10.1145/2345316.2345328,Cloud computing & big data computing,https://doi.org/10.1145/2345316.2345328
157,157,634,/doi/10.1145/3323878.3325802,Parallel RDF generation from heterogeneous big data,https://doi.org/10.1145/3323878.3325802
158,158,640,/doi/10.1145/2538862.2538877,Integrating big data into the computing curricula,https://doi.org/10.1145/2538862.2538877
159,159,645,/doi/10.1145/3010089.3016031,A mixture model approach to big data clustering and classification,https://doi.org/10.1145/3010089.3016031
160,160,647,/doi/10.1145/2379436.2379440,Workload diversity and dynamics in big data analytics,https://doi.org/10.1145/2379436.2379440
161,161,651,/doi/10.1145/2479724.2479764,"The complexities of ""big data""",https://doi.org/10.1145/2479724.2479764
162,162,654,/doi/10.1145/2331042.2331057,Big data platforms: What's next?,https://doi.org/10.1145/2331042.2331057
163,163,655,/doi/10.1145/3141128.3141138,A Systematic Review of Big Data Analytics Using Model Driven Engineering,https://doi.org/10.1145/3141128.3141138
164,164,660,/doi/10.1145/3419604.3419803,Towards a Data Quality Assessment in Big Data,https://doi.org/10.1145/3419604.3419803
165,165,665,/doi/10.1145/2693561.2693563,Runtime Performance Challenges in Big Data Systems,https://doi.org/10.1145/2693561.2693563
166,166,668,/doi/10.1145/2588555.2610512,Opportunistic physical design for big data analytics,https://doi.org/10.1145/2588555.2610512
167,167,674,/doi/10.1145/3423603.3424056,Recent applications of big data in finance,https://doi.org/10.1145/3423603.3424056
168,168,679,/doi/10.1145/3090354.3090363,Big Data Analytics Techniques in Virtual Screening for Drug Discovery,https://doi.org/10.1145/3090354.3090363
169,169,682,/doi/10.1145/3264560.3264572,From Big Data to Better Behavior in Self-Driving Cars,https://doi.org/10.1145/3264560.3264572
170,170,686,/doi/10.1145/3239438.3239485,Disease Trajectory Visualization System Based on Big Data Analytics,https://doi.org/10.1145/3239438.3239485
171,171,691,/doi/10.1145/3341042.3341056,Ethics Education of Information and Big Data,https://doi.org/10.1145/3341042.3341056
172,172,696,/doi/10.1145/2911975,What happens when big data blunders?,https://doi.org/10.1145/2911975
173,173,698,/doi/10.1145/3312614.3312623,The 51 V's Of Big Data,https://doi.org/10.1145/3312614.3312623
174,174,705,/doi/10.1145/2983323.2983345,City-Scale Localization with Telco Big Data,https://doi.org/10.1145/2983323.2983345
175,175,711,/doi/10.1145/3456389.3456390,Opportunities and Challenges of Marketing in the Context of Big Data,https://doi.org/10.1145/3456389.3456390
176,176,713,/doi/10.1145/2612733.2612779,Building government's capacity for big data analysis,https://doi.org/10.1145/2612733.2612779
177,177,714,/doi/10.1145/2666310.2666481,Efficient spatial query processing for big data,https://doi.org/10.1145/2666310.2666481
178,178,719,/doi/10.1109/JCDL.2019.00118,"Organizing data, information, and knowledge in big data environments",https://doi.org/10.1109/JCDL.2019.00118
179,179,723,/doi/10.1145/3006386.3006387,Analytics on public transport delays with spatial big data,https://doi.org/10.1145/3006386.3006387
180,180,727,/doi/10.1145/3341620.3341639,Construction and Application of Data Standard in Big Data Environment,https://doi.org/10.1145/3341620.3341639
181,181,730,/doi/10.1145/3239283.3239322,Study on big data framework for product design,https://doi.org/10.1145/3239283.3239322
182,182,733,/doi/10.1145/3242840.3242842,Load Forecasting Research Based on High Performance Intelligent Data Processing of Power Big Data,https://doi.org/10.1145/3242840.3242842
183,183,739,/doi/10.1109/CCGrid.2016.107,Management of distributed big data for social networks,https://doi.org/10.1109/CCGrid.2016.107
184,184,741,/doi/10.1145/3129757.3129762,Official statistics embrace big data,https://doi.org/10.1145/3129757.3129762
185,185,743,/doi/10.1145/3335484.3335545,Evaluation of Large-scale Complex Systems Effectiveness Based on Big Data,https://doi.org/10.1145/3335484.3335545
186,186,747,/doi/10.14778/2367502.2367563,MapReduce algorithms for big data analysis,https://doi.org/10.14778/2367502.2367563
187,187,749,/doi/10.1145/3195106.3195172,Big Data and Open Government Data in Public Services,https://doi.org/10.1145/3195106.3195172
188,188,753,/doi/10.1145/3512731.3534211,Towards Intellectual Property Rights Protection in Big Data,https://doi.org/10.1145/3512731.3534211
189,189,758,/doi/10.1145/2513190.2513198,Can we analyze big data inside a DBMS?,https://doi.org/10.1145/2513190.2513198
190,190,760,/doi/10.1145/2463676.2463707,The big data ecosystem at LinkedIn,https://doi.org/10.1145/2463676.2463707
191,191,764,/doi/10.1145/3322134.3322149,Big Data and Higher Vocational and Technical Education,https://doi.org/10.1145/3322134.3322149
192,192,768,/doi/10.1145/3106237.3117774,Static analysis for optimizing big data queries,https://doi.org/10.1145/3106237.3117774
193,193,775,/doi/10.1145/2611567,Big data and its technical challenges,https://doi.org/10.1145/2611567
194,194,782,/doi/10.1145/3560107.3560310,ADACOP: A Big Data Platform for Open Government Data,https://doi.org/10.1145/3560107.3560310
195,195,787,/doi/10.1145/3305160.3305211,A Managerial Framework for Intelligent Big Data Analytics,https://doi.org/10.1145/3305160.3305211
196,196,789,/doi/10.1145/3437075.3437083,Data Privacy of Enterprises in the Era of Big data,https://doi.org/10.1145/3437075.3437083
197,197,794,/doi/10.1145/3063955.3063968,The design of course architecture for big data,https://doi.org/10.1145/3063955.3063968
198,198,799,/doi/10.1145/3175684.3175688,Big Data Educational Portal for Small and Medium Sized Enterprises (SMEs),https://doi.org/10.1145/3175684.3175688
199,199,802,/doi/10.1145/3322134.3323932,New Approach of Big Data and Education,https://doi.org/10.1145/3322134.3323932
200,200,805,/doi/10.1145/3291801.3291820,Research on Security and Privacy of Big Data under Cloud Computing Environment,https://doi.org/10.1145/3291801.3291820
201,201,809,/doi/10.1145/2691195.2691196,Towards big data analytics framework,https://doi.org/10.1145/2691195.2691196
202,202,811,/doi/10.1145/3010089.3010144,Mixture Model Approaches to Big Data Clustering and Classification,https://doi.org/10.1145/3010089.3010144
203,203,812,/doi/10.1145/3419634,A Survey on IoT Big Data,https://doi.org/10.1145/3419634
204,204,816,/doi/10.1145/3010089.3010100,"Opportunities, Threats and Future Directions in Big Data for Medical Wearables",https://doi.org/10.1145/3010089.3010100
205,205,819,/doi/10.1145/2351316.2351322,Incrementally optimized decision tree for noisy big data,https://doi.org/10.1145/2351316.2351322
206,206,822,/doi/10.1145/2640087.2644159,Creating a Chemistry of Sciences with Big Data,https://doi.org/10.1145/2640087.2644159
207,207,825,/doi/10.1145/2928294.2928302,Semantic question answering on big data,https://doi.org/10.1145/2928294.2928302
208,208,831,/doi/10.1145/3148055.3148068,Characterization of Big Data Stream Processing Pipeline,https://doi.org/10.1145/3148055.3148068
209,209,835,/doi/10.1145/3090354.3090388,Secure confidential big data sharing in cloud computing using KP-ABE,https://doi.org/10.1145/3090354.3090388
210,210,839,/doi/10.1145/2361999.2362038,Unified analytics platform for big data,https://doi.org/10.1145/2361999.2362038
211,211,841,/doi/10.14778/2733004.2733015,Big data small footprint,https://doi.org/10.14778/2733004.2733015
212,212,847,/doi/10.1145/2609876.2609878,Cognitive and Organizational Challenges of Big Data in Cyber Defense,https://doi.org/10.1145/2609876.2609878
213,213,848,/doi/10.1145/3006299.3006306,Empirical analysis of asymptotic ensemble learning for big data,https://doi.org/10.1145/3006299.3006306
214,214,852,/doi/10.1145/2481244.2481247,Scaling big data mining infrastructure,https://doi.org/10.1145/2481244.2481247
215,215,855,/doi/10.1145/2612733.2612780,Using big data for digital government research,https://doi.org/10.1145/2612733.2612780
216,216,856,/doi/10.14778/2824032.2824141,Big plateaus of big data on the big island,https://doi.org/10.14778/2824032.2824141
217,217,858,/doi/10.1145/3220199.3220200,Application research of big data experimental teaching platform based on OpenStack,https://doi.org/10.1145/3220199.3220200
218,218,861,/doi/10.1145/2896825.2896834,A reference architecture for big data systems in the national security domain,https://doi.org/10.1145/2896825.2896834
219,219,866,/doi/10.1145/3322134.3322150,Big Data and Higher Vocational and Technical Education,https://doi.org/10.1145/3322134.3322150
220,220,867,/doi/10.1145/3341620.3341630,"The Role of Big Data, Data Science and Data Analytics in Financial Engineering",https://doi.org/10.1145/3341620.3341630
221,221,872,/doi/10.1145/3565291.3565298,Research and Application of Grey Factor Analysis in Big Data Analytics,https://doi.org/10.1145/3565291.3565298
222,222,874,/doi/10.14778/2367502.2367572,Challenges and opportunities with big data,https://doi.org/10.14778/2367502.2367572
223,223,875,/doi/10.1145/3588921,Runtime Variation in Big Data Analytics,https://doi.org/10.1145/3588921
224,224,880,/doi/10.1145/3456887.3457461,English Education Innovation Model Based on Big Data,https://doi.org/10.1145/3456887.3457461
225,225,883,/doi/10.1145/3389250,Big Data Analysis of Internet of Things System,https://doi.org/10.1145/3389250
226,226,884,/doi/10.1145/3372938.3372977,Smart Connection of User Profiles in a Big Data Context,https://doi.org/10.1145/3372938.3372977
227,227,888,/doi/10.1145/2331042.2331054,Big data and internships at Cloudera,https://doi.org/10.1145/2331042.2331054
228,228,894,/doi/10.1145/3568562.3568667,Big Data Knowledge Acquisition Platform for Smart Farming,https://doi.org/10.1145/3568562.3568667
229,229,900,/doi/10.1145/3627377.3627400,Research on Crime Prevention and Control Based on Big Data Method,https://doi.org/10.1145/3627377.3627400
230,230,902,/doi/10.1145/3436286.3436404,Application of Artificial Intelligence and Big Data Technology in Digital Marketing,https://doi.org/10.1145/3436286.3436404
231,231,905,/doi/10.1145/3230348.3230368,Twitter Data Classification Using Big Data Technologies,https://doi.org/10.1145/3230348.3230368
232,232,909,/doi/10.1145/3379247.3379298,Application Analysis of Big Data Technology in Feeding Industry,https://doi.org/10.1145/3379247.3379298
