,Unnamed: 0,id,type,name,link,count
27,27.0,28,2,Zhaohao Sun,/profile/99661194829,3
28,28.0,29,1,"Big data, big business: bridging the gap",/doi/10.1145/2351316.2351318,5
29,29.0,30,2,Vivekanand Gopalkrishnan,/profile/81319492485,17
30,30.0,31,2,David Steier,/profile/81508702912,5
31,31.0,32,2,Harvey Lewis,/profile/81508693709,5
32,32.0,33,2,James Guszcza,/profile/81508705533,5
33,33.0,34,1,"Big Data Infrastructure, Data Visualisation and Challenges",/doi/10.1145/3361758.3361768,3
34,34.0,35,2,Ramanathan Venkatraman,/profile/99659483587,3
35,35.0,36,2,Sitalakshmi Venkatraman,/profile/81351605289,24
36,36.0,37,1,Clarifying Big Data: The Concept and Its Applications,/doi/10.1145/2837060.2837068,5
37,37.0,38,2,Ming Zhou,/profile/99659083765,5
38,38.0,39,2,Menglin Cao,/profile/99659084832,5
39,39.0,40,2,Taeho Park,/profile/81477643309,6
40,40.0,41,2,Jae-Ho Pyeon,/profile/99659084050,5
41,41.0,42,1,Taming Big Data: Integrating diverse public data sources for economic competitiveness analytics,/doi/10.1145/2658840.2658845,25
42,42.0,43,2,Rodica Neamtu,/profile/99658632000,33
43,43.0,44,2,Ramoza Ahsan,/profile/99658631194,31
44,44.0,45,2,Jeff Stokes,/profile/99658632825,25
45,45.0,46,2,Armend Hoxha,/profile/99658634063,28
46,46.0,47,2,Jialiang Bao,/profile/99658632465,25
47,47.0,48,2,Stefan Gvozdenovic,/profile/99658633056,8
48,48.0,49,2,Ted Meyer,/profile/99658631027,5
49,49.0,50,2,Nilesh Patel,/profile/99658632574,5
50,50.0,51,2,Raghu Rangan,/profile/81467663961,5
51,51.0,52,2,Yumou Wang,/profile/99658632107,5
52,52.0,53,2,Dongyun Zhang,/profile/99658632139,5
53,53.0,54,2,Elke A. Rundensteiner,/profile/81408601880,11
54,54.0,55,1,Big data: deep learning for detecting malware,/doi/10.1145/3195528.3195533,1
55,55.0,56,2,Emmanuel Masabo,/profile/81392618108,7
56,56.0,57,2,Kyanda Swaib Kaawaase,/profile/99659286657,4
57,57.0,58,1,Big Data and New Data Warehousing Approaches,/doi/10.1145/3141128.3141139,5
58,58.0,59,2,Marina Ptiček,/profile/99659119945,6
59,59.0,60,2,Boris Vrdoljak,/profile/81100612679,5
60,60.0,61,1,"Big data, big questions",/doi/10.1145/2524248.2524253,2
61,61.0,62,2,Ehren Helmut Pflugfelder,/profile/83458821657,4
62,62.0,63,1,Integrating Big data paradigm in WSNs,/doi/10.1145/3010089.3017606,4
63,63.0,64,2,Sabrina Boubiche,/profile/99658754451,19
64,64.0,65,2,Djallel Eddine Boubiche,/profile/81486654522,25
65,65.0,66,1,Efficient Big Data Clustering,/doi/10.1145/3216122.3216154,3
66,66.0,67,2,Michele Ianni,/profile/99658739863,24
67,67.0,68,2,Elio Masciari,/profile/81100152856,57
68,68.0,69,2,Giuseppe M. Mazzeo,/profile/81100081423,13
69,69.0,70,1,"Mosaics in Big Data: Stratosphere, Apache Flink, and Beyond",/doi/10.1145/3210284.3214344,1
70,70.0,71,2,Volker Markl,/profile/99659490377,4
71,71.0,72,1,Big Data Technologies to Improve Medical Data Warehousing,/doi/10.1145/3090354.3090376,4
72,72.0,73,2,Abderrazak Sebaa,/profile/99659192204,14
73,73.0,74,2,Amina Nouicer,/profile/99659190438,9
74,74.0,75,2,Fatima Chikh,/profile/99659190485,7
75,75.0,76,1,Big Data Clustering using Data Streams Approach,/doi/10.1145/3010089.3010127,5
76,76.0,77,2,Ibrahim Louhi,/profile/99659130440,5
77,77.0,78,2,Lydia Boudjeloud-Assala,/profile/81496688334,11
78,78.0,79,2,Thomas Tamisier,/profile/81464650364,38
79,79.0,80,1,Modeling in Big Data Environments,/doi/10.1145/2609876.2609890,1
80,80.0,81,2,Alex Endert,/profile/81460654929,2
81,81.0,82,2,Samantha Szymczak,/profile/99658632246,2
82,82.0,83,2,Dave Gunning,/profile/99658630542,1
83,83.0,84,1,Sensemaking in Big Data Environments,/doi/10.1145/2609876.2609889,1
84,84.0,85,2,Chris Argenta,/profile/99658633834,1
85,85.0,86,2,Jordan Benson,/profile/99658631847,1
86,86.0,87,2,Nathan Bos,/profile/81100632322,2
87,87.0,88,1,Environmental Big Data: a systematic mapping study,/doi/10.1145/3011286.3011307,1
88,88.0,89,2,Daniela Castelluccia,/profile/81312483649,1
89,89.0,90,2,Enrico G. Caldarola,/profile/99658713414,1
90,90.0,91,2,Nicola Boffoli,/profile/81100223013,1
91,91.0,92,1,Support for Big Data's Limiting Resource: Human Attention,/doi/10.1145/2609876.2609887,1
92,92.0,93,2,Daniel J. Zelik,/profile/99658631746,1
93,93.0,94,2,Wiliam Elm,/profile/81100016251,2
94,94.0,95,1,Big data architecture evolution: 2014 and beyond,/doi/10.1145/2656346.2656358,1
95,95.0,96,2,Atif Mohammad,/profile/81440610963,1
96,96.0,97,2,Hamid Mcheick,/profile/81100327758,1
97,97.0,98,2,Emanuel Grant,/profile/81339502165,1
98,98.0,99,1,State-of-the-art Big Data Security Taxonomies,/doi/10.1145/3172871.3172886,1
99,99.0,100,2,Madhan Kumar Srinivasan,/profile/81508686293,1
100,100.0,101,2,P. Revathy,/profile/81508685031,1
101,101.0,102,1,Pedigree-ing your big data: data-driven big data privacy in distributed environments,/doi/10.1109/CCGRID.2018.00100,1
102,102.0,103,2,Ernesto Damiani,/profile/81100103470,1
103,103.0,104,1,Big Data Mining Applications and Services,/doi/10.1145/2837060.2837076,1
104,104.0,105,2,Carson K. Leung,/profile/81339512271,3
105,105.0,106,1,Security Challenges for Big Data and IoT,/doi/10.1145/3378904.3378907,4
106,106.0,107,2,Anthony Overmars,/profile/99659515495,4
107,107.0,108,1,Where big data meets 5G?,/doi/10.1145/3018896.3025151,1
108,108.0,109,2,Kashif Sultan,/profile/99659245698,1
109,109.0,110,2,Hazrat Ali,/profile/99659245939,1
110,110.0,111,1,Towards Efficient Big Data: Hadoop Data Placing and Processing,/doi/10.1145/3289100.3289108,3
111,111.0,112,2,Jihane Bahadi,/profile/99659322306,3
112,112.0,113,2,Bouchra El Asri,/profile/81392617735,3
113,113.0,114,2,Mélanie Courtine,/profile/81100420622,3
114,114.0,115,1,Responsible Big Data Analytics for E-Business Services,/doi/10.1145/3505745.3505750,4
115,115.0,116,2,Narasimha R. Vajjhala,/profile/81461657509,25
116,116.0,117,1,BIGQA: Declarative Big Data Quality Assessment,/doi/10.1145/3603706,1
117,117.0,118,2,Hadi Fadlallah,/profile/99660981542,1
118,118.0,119,2,Rima Kilany,/profile/99660977441,1
119,119.0,120,2,Houssein Dhayne,/profile/99660983316,1
120,120.0,121,1,Flexible compression of big data,/doi/10.1145/3341161.3343512,1
121,121.0,122,2,Fan Jiang,/profile/81485649610,1
122,122.0,123,2,Yibin Zhang,/profile/99659497194,1
123,123.0,124,1,Co-Designing Learning Materials to Empower Laypersons to Better Understand Big Data and Big Data Methods,/doi/10.1145/3331651.3331659,1
124,124.0,125,2,Lisa M. Schilling,/profile/81100595264,1
125,125.0,126,2,Griselda Pena-Jackson,/profile/99659370837,1
126,126.0,127,1,Big Data Quality Metrics for Sentiment Analysis Approaches,/doi/10.1145/3341620.3341629,1
127,127.0,128,2,Imane El Alaoui,/profile/99659458372,1
128,128.0,129,2,Youssef Gahi,/profile/99658671183,1
129,129.0,130,2,Rochdi Messoussi,/profile/99659202520,1
130,130.0,131,1,Driving Digital Services with Big Data Analytics,/doi/10.1145/3564665.3564673,7
131,131.0,132,2,Zhiyou Wu,/profile/81314492879,11
132,132.0,133,1,Big Data for Social Science Research: Big Data (Ubiquity symposium),/doi/10.1145/3158339,1
133,133.0,134,2,Mark Birkin,/profile/81444605683,1
134,134.0,135,1,"Big Data, Digitization, and Social Change: Big Data (Ubiquity symposium)",/doi/10.1145/3158335,6
135,135.0,136,2,Jeffrey Johnson,/profile/99659303788,10
136,136.0,137,1,Big Data Information Security Maintenance,/doi/10.1145/2659651.2659655,1
137,137.0,138,2,Natalia Miloslavskaya,/profile/81443596573,1
138,138.0,139,2,Mikhail Senatorov,/profile/99658660020,1
139,139.0,140,1,Big data,/doi/10.1145/2614512.2629588,1
140,140.0,141,2,Susan S. Lukesh,/profile/60000000331,1
141,141.0,142,1,Approximate computation for big data analytics,/doi/10.1145/3447879.3447883,1
142,142.0,143,2,Shuai Ma,/profile/81430639096,1
143,143.0,144,2,Jinpeng Huai,/profile/99660832137,1
144,144.0,145,1,Online Updating Algorithms of Statistical Methods for Big Data,/doi/10.1145/3366650.3366667,2
145,145.0,146,2,Yihao Li,/profile/99659489435,2
146,146.0,147,2,Jin Wang,/profile/99659274539,2
147,147.0,148,1,Big Data and the Attention Economy: Big Data (Ubiquity symposium),/doi/10.1145/3158337,1
148,148.0,149,2,Bernardo A. Huberman,/profile/81100561780,1
149,149.0,150,1,US Army Big Data Military Applications and Reflections,/doi/10.1145/3502300.3502312,1
150,150.0,151,2,Jialian Cui,/profile/99659998823,1
151,151.0,152,2,Shijun Rao,/profile/99659993867,1
152,152.0,153,1,Semantic big data for tax assessment,/doi/10.1145/2928294.2928297,1
153,153.0,154,2,Stefano Bortoli,/profile/81487654270,1
154,154.0,155,2,Paolo Bouquet,/profile/81100485733,1
155,155.0,156,2,Flavio Pompermaier,/profile/99659033346,1
156,156.0,157,2,Andrea Molinari,/profile/81100628594,1
157,157.0,158,1,Hot Topics of Big Data Research in China,/doi/10.1145/3436286.3436291,1
158,158.0,159,2,Chen Simou,/profile/99659669470,1
159,159.0,160,1,Big Data Processing Flow,/doi/10.1145/2837060.2837116,1
160,160.0,161,2,Mukesh Mohania,/profile/81452614666,1
161,161.0,162,1,Big Data and Internet of Things: An Asset for Urban Planning,/doi/10.1145/2837060.2837067,1
162,162.0,163,2,M. Mazhar Rathore,/profile/99658756514,1
163,163.0,164,2,Awais Ahmad,/profile/84459472557,1
164,164.0,165,2,Anand Paul,/profile/81548005561,1
165,165.0,166,1,A Major Threat to Big Data: Data Security,/doi/10.1145/2905055.2905215,1
166,166.0,167,2,Arunima Dubey,/profile/99659067718,1
167,167.0,168,2,Satyajee Srivastava,/profile/99659068185,1
168,168.0,169,1,Big data analytics tools and applications: survey,/doi/10.1145/3368691.3368741,1
169,169.0,170,2,Mohammed Q. Shatnawi,/profile/81438598185,1
170,170.0,171,2,Muneer Bani Yassein,/profile/81452617186,1
171,171.0,172,2,Qusai Abuein,/profile/81486656468,1
172,172.0,173,2,Lujain Nsuir,/profile/99659485559,1
173,173.0,174,1,On the Intersection of Big Data and Privacy,/doi/10.1145/3372938.3372939,1
174,174.0,175,2,Thomas Jernejcic,/profile/99659490212,1
175,175.0,176,2,Houssain Kettani,/profile/81100619933,1
176,176.0,177,1,A Comprehensive Overview of BIG DATA Technologies: A Survey,/doi/10.1145/3404687.3404694,1
177,177.0,178,2,Muhammad Umair Raza,/profile/99659564375,1
178,178.0,179,2,Zhao XuJian,/profile/99659564705,1
179,179.0,180,1,Green Optical Networking for Big Data Transfer,/doi/10.1145/3335484.3335534,1
180,180.0,181,2,Zilong Ye,/profile/99658626500,1
181,181.0,182,1,Big data and ICT applications: A study,/doi/10.1145/2905055.2905099,1
182,182.0,183,2,Rachita Misra,/profile/99659068765,1
183,183.0,184,2,Bijayalaxmi Panda,/profile/99659067845,1
184,184.0,185,2,Mayank Tiwary,/profile/99658996347,1
185,185.0,186,1,Design Big Data Analysis System - Bigdeepexaminator,/doi/10.1145/3373419.3373425,1
186,186.0,187,2,Janusz Bobulski,/profile/81100427129,1
187,187.0,188,2,Mariusz Kubanek,/profile/81314489922,1
188,188.0,189,1,Accurately Identify Poor Students under Big Data,/doi/10.1145/3524383.3533249,1
189,189.0,190,2,Yan Wang,/profile/99660533115,1
190,190.0,191,2,Wei Yang,/profile/99660532615,1
191,191.0,192,2,Junli Zhang,/profile/99660533597,1
192,192.0,193,1,Toward big data value engineering for innovation,/doi/10.1145/2896825.2896837,1
193,193.0,194,2,Hong-Mei Chen,/profile/81407593816,1
194,194.0,195,2,Rick Kazman,/profile/81100391310,1
195,195.0,196,2,Juan Garbajosa,/profile/81100570389,1
196,196.0,197,2,Eloy Gonzalez,/profile/82258618957,1
197,197.0,198,1,A Strategic Perspective on Big Data Driven Socioeconomic Development,/doi/10.1145/3505745.3505751,4
198,198.0,199,1,Big-data-driven innovation for enterprises: innovative big value paradigms for next-generation digital ecosystems,/doi/10.1145/3102254.3102271,1
199,199.0,200,2,Vincenzo Loia,/profile/81100415437,1
200,200.0,201,2,Aurelio Tommasetti,/profile/99659162314,1
201,201.0,202,1,Corporate Security is a Big Data Problem: Big Data (Ubiquity symposium),/doi/10.1145/3158348,4
202,202.0,203,2,Louisa Saunier,/profile/99659287087,4
203,203.0,204,1,Non-Relational Databases in Big Data,/doi/10.1145/2905055.2905194,1
204,204.0,205,2,Sharvari Tamane,/profile/81456635859,1
205,205.0,206,1,Anomaly Detection for Big Data Security: A Benchmark,/doi/10.1145/3474944.3474950,1
206,206.0,207,2,Hamza Es-Samaali,/profile/99659311881,1
207,207.0,208,2,Aissam Outchakoucht,/profile/99659310215,1
208,208.0,209,2,Siham Benhadou,/profile/99659311009,1
209,209.0,210,2,Oussama Mounnan,/profile/99659899488,1
210,210.0,211,2,Anas Abou El Kalam,/profile/81442613728,1
211,211.0,212,1,Big Data: A Decade of Energy Characteristics of Single-Family Homes in Florida,/doi/10.1145/3363459.3363533,1
212,212.0,213,2,Rita Elias,/profile/99659484111,1
213,213.0,214,2,Raja R. A. Issa,/profile/81100125296,1
214,214.0,215,1,Design and Development of Big Data Platform for Smart University,/doi/10.1145/3627915.3629592,1
215,215.0,216,2,Fangrong Liu,/profile/99661080237,1
216,216.0,217,2,Xingyu Tong,/profile/99661080703,1
217,217.0,218,2,Jiawei Mao,/profile/99661076947,1
218,218.0,219,2,Youjie Zhao,/profile/99661081639,1
219,219.0,220,1,"Big Data: Business, Technology, Education, and Science: Big Data (Ubiquity symposium)",/doi/10.1145/3158350,4
220,220.0,221,2,Luca Tesei,/profile/81100548962,4
221,221.0,222,2,Marco Piangerelli,/profile/99659038002,4
222,222.0,223,2,Emanuela Merelli,/profile/81100129938,4
223,223.0,224,2,Riccardo Paci,/profile/99659290940,1
224,224.0,225,2,Nenad Stojanovic,/profile/81339530715,1
225,225.0,226,2,Paulo Leitão,/profile/81100451710,1
226,226.0,227,2,José Barbosa,/profile/81314480801,1
227,227.0,228,2,Marco Amador,/profile/99659290532,1
228,228.0,229,1,When big data meets big smog: a big spatio-temporal data framework for China severe smog analysis,/doi/10.1145/2534921.2534924,1
229,229.0,230,2,Jiaoyan Chen,/profile/99659370348,1
230,230.0,231,2,Huajun Chen,/profile/81350589214,1
231,231.0,232,2,Jeff Z. Pan,/profile/81100485218,1
232,232.0,233,2,Ming Wu,/profile/87258811457,1
233,233.0,234,2,Ningyu Zhang,/profile/87259093757,1
234,234.0,235,2,Guozhou Zheng,/profile/81339541064,1
235,235.0,236,1,Era of big data: danger of descrimination,/doi/10.1145/2874239.2874256,1
236,236.0,237,2,Andra Gumbus,/profile/81319492977,1
237,237.0,238,2,Frances Grodzinsky,/profile/81100644887,1
238,238.0,239,1,Big Data Processing on Volunteer Computing,/doi/10.1145/3409801,1
239,239.0,240,2,Zhihan Lv,/profile/99658732459,2
240,240.0,241,2,Dongliang Chen,/profile/99659888923,1
241,241.0,242,2,Amit Kumar Singh,/profile/99658657186,2
242,242.0,243,1,Big Data in Healthcare: Are we getting useful insights from this avalanche of data?,/doi/10.1145/3328833.3328841,1
243,243.0,244,2,Kayode I. Adenuga,/profile/99659435329,1
244,244.0,245,2,Idris O. Muniru,/profile/99659435128,1
245,245.0,246,2,Fatai I. Sadiq,/profile/99659435050,1
246,246.0,247,2,Rahmat O. Adenuga,/profile/99659435162,1
247,247.0,248,2,Muhammad J. Solihudeen,/profile/99659434988,1
248,248.0,249,1,Learning Big Data Systems via Emulation,/doi/10.1145/3626252.3630888,1
249,249.0,250,2,Wensheng Wu,/profile/99658746327,1
250,250.0,251,1,"Computing Issues for Big Data: Theory, Systems and Applications",/doi/10.1145/2640087.2644153,1
251,251.0,252,2,Chunming Hu,/profile/81451596653,1
252,252.0,253,1,Geospatial Big Data Analytics Engine for Spark,/doi/10.1145/3150919.3150923,1
253,253.0,254,2,Shaohua Wang,/profile/99659235943,1
254,254.0,255,2,Yang Zhong,/profile/99659235467,1
255,255.0,256,2,Hao Lu,/profile/99659235959,1
256,256.0,257,2,Erqi Wang,/profile/99659235785,1
257,257.0,258,2,Weiying Yun,/profile/99659235933,1
258,258.0,259,2,Wenwen Cai,/profile/99659235853,1
259,259.0,260,1,Data Warehousing in Big Data: From Multidimensional to Tabular Data Models,/doi/10.1145/2948992.2949024,1
260,260.0,261,2,Maribel Yasmina Santos,/profile/81388597384,2
261,261.0,262,2,Carlos Costa,/profile/99659055124,2
262,262.0,263,1,Big Data Applications: Adaptive User Interfaces to Enhance Managerial Decision Making,/doi/10.1145/2781562.2781574,1
263,263.0,264,2,S. L. See,/profile/81481640588,1
264,264.0,265,1,Application of Big Data in Logistics,/doi/10.1145/3410352.3410785,1
265,265.0,266,2,Aiman Moldagulova,/profile/99659574354,1
266,266.0,267,2,Ryskhan Satybaldiyeva,/profile/99659574898,1
267,267.0,268,2,Abu Kuandykov,/profile/99659845171,1
268,268.0,269,1,Big Data security and privacy techniques,/doi/10.1145/3386723.3387841,1
269,269.0,270,2,Lamia El Haourani,/profile/99659333168,1
270,270.0,271,2,Anas Abou El Kalam,/profile/81375603757,1
271,271.0,272,2,Abdellah Ait Ouahman,/profile/81100351082,1
272,272.0,273,1,Telco Churn Prediction with Big Data,/doi/10.1145/2723372.2742794,1
273,273.0,274,2,Yiqing Huang,/profile/99658720032,1
274,274.0,275,2,Fangzhou Zhu,/profile/99658720670,2
275,275.0,276,2,Mingxuan Yuan,/profile/81100116352,3
276,276.0,277,2,Ke Deng,/profile/99658717541,2
277,277.0,278,2,Yanhua Li,/profile/81548016057,1
278,278.0,279,2,Bing Ni,/profile/99658680485,1
279,279.0,280,2,Wenyuan Dai,/profile/81333488189,1
280,280.0,281,2,Qiang Yang,/profile/81372591186,2
281,281.0,282,2,Jia Zeng,/profile/81558247556,3
282,282.0,283,1,The Role of Sampling in Big Data Analysis,/doi/10.1145/3010089.3010113,1
283,283.0,284,2,Waleed Albattah,/profile/99658639623,1
284,284.0,285,1,Introducing big data topics: a multicourse experience report from Norway,/doi/10.1145/2808580.2808667,1
285,285.0,286,2,Beathe Due,/profile/99658767408,1
286,286.0,287,2,Monica Kristiansen,/profile/81100208504,1
287,287.0,288,2,Ricardo Colomo-Palacios,/profile/81340488592,1
288,288.0,289,2,Dang Ha The Hien,/profile/99658767583,1
289,289.0,290,1,Census big data analytics use: international cross case analysis,/doi/10.1145/3209281.3209372,1
290,290.0,291,2,Akemi Takeoka Chatfield,/profile/81321490062,1
291,291.0,292,2,Adegboyega Ojo,/profile/81100612830,1
292,292.0,293,2,Gabriel Puron-Cid,/profile/81496645426,1
293,293.0,294,2,Christopher G. Reddick,/profile/81100630587,1
294,294.0,295,1,Characterizing big data software architectures: a systematic mapping study,/doi/10.1145/3132498.3132510,1
295,295.0,296,2,Bruno Sena,/profile/99659200250,1
296,296.0,297,2,Ana Paula Allian,/profile/99658711216,1
297,297.0,298,2,Elisa Yumi Nakagawa,/profile/81350601948,1
298,298.0,299,1,Definition and Scope of Big Data Problem,/doi/10.1145/3264560.3264571,1
299,299.0,300,2,Thurein Kyaw Lwin,/profile/99659064849,1
300,300.0,301,2,A. V. Bogdanov,/profile/81472642665,1
301,301.0,302,1,Privacy and Security of Big Data: Current Challenges and Future Research Perspectives,/doi/10.1145/2663715.2669614,1
302,302.0,303,1,Sociological Aspects of Big Data Privacy,/doi/10.1145/3383972.3384075,1
303,303.0,304,2,Yang Yuxuan,/profile/99659534209,1
304,304.0,305,2,Zeng Xianyu,/profile/99659537058,1
305,305.0,306,2,Jiao Yuanjie,/profile/99659534179,1
306,306.0,307,1,IoT Big Data Value Map: How to Generate Value from IoT Data,/doi/10.1145/3312714.3312728,1
307,307.0,308,2,Nastaran Hajiheydari,/profile/82658992257,1
308,308.0,309,2,Mojtaba Talafidaryani,/profile/99659367670,1
309,309.0,310,2,SeyedHossein Khabiri,/profile/99659367516,1
310,310.0,311,1,User Evaluation Methodology Framework in Big Data Environments,/doi/10.1145/2609876.2609891,1
311,311.0,312,1,Interaction Between Big Data and Cognitive Science,/doi/10.1145/3193077.3193079,1
312,312.0,313,2,Xiao Han,/profile/99659273504,1
313,313.0,314,2, Qingdong-Du,/profile/99659273939,1
314,314.0,315,1,"Big data and e-government: issues, policies, and recommendations",/doi/10.1145/2479724.2479730,2
315,315.0,316,2,John Carlo Bertot,/profile/81100267691,3
316,316.0,317,2,Heeyoon Choi,/profile/81758632057,2
317,317.0,318,1,Construction and Innovative Application of Chongqing Ecological Environment Big Data Platform,/doi/10.1145/3501409.3501703,1
318,318.0,319,2,Xiaoyan Huang,/profile/99659940163,1
319,319.0,320,2,Luxiao Wang,/profile/99659932983,1
320,320.0,321,2,Xiaoming Hu,/profile/99659925949,1
321,321.0,322,2,Rong Jiang,/profile/99659931403,1
322,322.0,323,2,Yanjun Zhang,/profile/99659936941,1
323,323.0,324,2,Juanjuan Fu,/profile/99659924666,1
324,324.0,325,2,Xiumei Zhang,/profile/99659952978,1
325,325.0,326,1,A Paradigm for Learning Queries on Big Data,/doi/10.1145/2658840.2658842,1
326,326.0,327,2,Angela Bonifati,/profile/81100571727,3
327,327.0,328,2,Radu Ciucanu,/profile/81759010757,1
328,328.0,329,2,Aurélien Lemay,/profile/81100239503,1
329,329.0,330,2,Sławek Staworko,/profile/81350567643,1
330,330.0,331,1,Big Data Analysis with Interactive Visualization using R packages,/doi/10.1145/2640087.2644168,1
331,331.0,332,2,Wonhee Cho,/profile/99658691085,1
332,332.0,333,2,Yoojin Lim,/profile/81498647590,1
333,333.0,334,2,Hwangro Lee,/profile/99658692172,1
334,334.0,335,2,Mohan Krishna Varma,/profile/99658690479,1
335,335.0,336,2,Moonsoo Lee,/profile/99658691353,1
336,336.0,337,2,Eunmi Choi,/profile/81100479406,1
337,337.0,338,1,"The 10 Vs, Issues and Challenges of Big Data",/doi/10.1145/3206157.3206166,1
338,338.0,339,2,Nawsher Khan,/profile/81550025156,1
339,339.0,340,2,Mohammed Alsaqer,/profile/99659273786,1
340,340.0,341,2,Habib Shah,/profile/99660288427,1
341,341.0,342,2,Gran Badsha,/profile/99659274029,1
342,342.0,343,2,Aftab Ahmad Abbasi,/profile/99659273402,1
343,343.0,344,2,Soulmaz Salehian,/profile/99659218486,1
344,344.0,345,1,Querying Big Data by Accessing Small Data,/doi/10.1145/2745754.2745771,1
345,345.0,346,2,Wenfei Fan,/profile/81452596317,3
346,346.0,347,2,Floris Geerts,/profile/81100234746,3
347,347.0,348,2,Yang Cao,/profile/81758918657,1
348,348.0,349,2,Ting Deng,/profile/81440612396,1
349,349.0,350,2,Ping Lu,/profile/99658720564,1
350,350.0,351,1,The Wisdom City Based on the Big Data Technology,/doi/10.1145/3297730.3297744,1
351,351.0,352,2,Shan Lu,/profile/99659346311,1
352,352.0,353,2,Rongrong Qiao,/profile/99659346623,1
353,353.0,354,1,"Mining big data: current status, and forecast to the future",/doi/10.1145/2481244.2481246,1
354,354.0,355,2,Wei Fan,/profile/81367591181,1
355,355.0,356,2,Albert Bifet,/profile/81367594869,2
356,356.0,357,1,"Warehousing and Protecting Big Data: State-Of-The-Art-Analysis, Methodologies, Future Challenges",/doi/10.1145/2896387.2900335,1
357,357.0,358,1,Crime Rate Inference with Big Data,/doi/10.1145/2939672.2939736,1
358,358.0,359,2,Hongjian Wang,/profile/99658706549,1
359,359.0,360,2,Daniel Kifer,/profile/81100448343,1
360,360.0,361,2,Corina Graif,/profile/99659061329,1
361,361.0,362,2,Zhenhui Li,/profile/82858874857,1
362,362.0,363,1,Fast Mode Regression in Big Data Analysis,/doi/10.1145/2640087.2644173,1
363,363.0,364,2,Keming Yu,/profile/81435596449,1
364,364.0,365,2,Katerina Aristodemou,/profile/99658689164,1
365,365.0,366,2,Frauke Becker,/profile/99658688734,1
366,366.0,367,2,Joann Lord,/profile/99658692272,1
367,367.0,368,1,"Uncertainty and Imprecision in Big Data Management: Models, Issues, Paradigms, and Future Research Directions",/doi/10.1145/3416921.3416943,1
368,368.0,369,1,Big data = big insights?: operationalising brooks' law in a massive GitHub data set,/doi/10.1145/3510003.3510619,1
369,369.0,370,2,Christoph Gote,/profile/99659441629,1
370,370.0,371,2,Pavlin Mavrodiev,/profile/83058835857,1
371,371.0,372,2,Frank Schweitzer,/profile/81100265774,1
372,372.0,373,2,Ingo Scholtes,/profile/81474644365,1
373,373.0,374,1,A Drug Safety Traceability Model Based on Big Data,/doi/10.1145/3538950.3538951,1
374,374.0,375,2,Lin Zhang,/profile/99660526290,1
375,375.0,376,2,Rong Jiang,/profile/99659248150,1
376,376.0,377,2,Meng Wang,/profile/99660518706,1
377,377.0,378,2,Yue Yang,/profile/99660525982,1
378,378.0,379,2,Chenguang Wang,/profile/99660529420,1
379,379.0,380,1,Research on Scientific Data Management in Big Data Era,/doi/10.1145/3424978.3425010,1
380,380.0,381,2,Rui Man,/profile/99659587819,1
381,381.0,382,2,Guomin Zhou,/profile/99659317558,1
382,382.0,383,2,Jingchao Fan,/profile/99659588493,1
383,383.0,384,1,Conceptual Architecture of GATE Big Data Platform,/doi/10.1145/3345252.3345282,1
384,384.0,385,2,Dessislava Petrova-Antonova,/profile/81482651376,4
385,385.0,386,2,Iva Krasteva,/profile/81350605702,1
386,386.0,387,2,Sylvia Ilieva,/profile/81100286365,4
387,387.0,388,2,Irena Pavlova,/profile/81316489671,1
