,ner_id,link,title,doi
18,76,/document/8820282/,Challenges of Big Data to Big Data Mining with their Processing Framework,10.1109/CSNT.2018.8820282
19,79,/document/8078863/,Impact of big data on Electric-power industry,10.1109/ICBDA.2017.8078863
20,83,/document/9457403/,Research on Library Personalized Service Mode Based on Big Data Application,10.1109/ICBDIE52740.2021.00040
21,85,/document/9110106/,Research on the Application of Big Data in Industrial Structure Adjustment and Economic Indexes,10.1109/ICITBS49701.2020.00151
22,87,/document/7224859/,Web-based collaborative big data analytics on big data as a service platform,10.1109/ICACT.2015.7224859
23,91,/document/9434443/,Research on Innovation of Automobile Marketing Mode Based on Big Data Marketing,10.1109/ICBDSS51270.2020.00024
24,93,/document/8397554/,"Data quality in big data processing: Issues, solutions and open problems",10.1109/UIC-ATC.2017.8397554
25,98,/document/10165495/,Research on Data Quality Improvement Program Based on Big Data Application,10.1109/ICIBA56860.2023.10165495
26,100,/document/8411087/,Pedigree-ing Your Big Data: Data-Driven Big Data Privacy in Distributed Environments,10.1109/CCGRID.2018.00100
27,101,/document/9727001/,Design and application of real estate market monitoring platform based on spatio-temporal big data,10.1109/ICBAR55169.2021.00014
28,103,/document/9245461/,Big Data Analytics Framework for Digital Government,10.1109/IBDAP50342.2020.9245461
29,106,/document/9927788/,Effectively and Efficiently Supporting Predictive Big Data Analytics over Open Big Data in the Transportation Sector: A Bayesian Network Framework,10.1109/DASC/PiCom/CBDCom/Cy55231.2022.9927788
30,109,/document/9095568/,Operation Framework of the Command Information System Based on Big Data Analysis,10.1109/ICCCBDA49378.2020.9095568
31,113,/document/7004479/,Linked Open Data mining for democratization of big data,10.1109/BigData.2014.7004479
32,118,/document/9727068/,Research on Big Data Security and Privacy Risk Governance,10.1109/ICBAR55169.2021.00011
33,123,/document/9516494/,Application of Statistical Sampling Survey in the Context of Big Data Era : ——Based on China’s 1% population sample survey in 2015,10.1109/BDACS53596.2021.00013
34,126,/document/9552131/,The Framework of Extracting Unstructured Usage for Big Data Platform,10.1109/IBDAP52511.2021.9552131
35,129,/document/7363798/,"An iterative methodology for big data management, analysis and visualization",10.1109/BigData.2015.7363798
36,133,/document/9671297/,Random Sample Partition-Based Clustering Ensemble Algorithm for Big Data,10.1109/BigData52589.2021.9671297
37,137,/document/9110076/,Research on the Risk and Supervision Method of Big Data Application in Financial Field,10.1109/ICITBS49701.2020.00153
38,139,/document/8725750/,An Open Sharing Pattern Design of Massive Power Big Data,10.1109/ICCCBDA.2019.8725750
39,143,/document/8078808/,The value of data mining for surveillance video in big data era,10.1109/ICBDA.2017.8078808
40,149,/document/9110003/,Analysis on the Influence and Countermeasures of Big Data in Military Logistics Support,10.1109/ICITBS49701.2020.00142
41,151,/document/9999124/,"Multidimensional Big Data Analytics over Big Web Knowledge Bases: Models, Issues, Research Trends, and a Reference Architecture",10.1109/BigMM55396.2022.00008
42,152,/document/8625358/,Privacy Preserving Big Data Publishing,10.1109/IBIGDELFT.2018.8625358
43,156,/document/9006495/,Federated Multimodal Big Data Storage & Analytics Platform for Additive Manufacturing,10.1109/BigData47090.2019.9006495
44,162,/document/8725728/,Full Consideration of Big Data Characteristics in Sentiment Analysis Context,10.1109/ICCCBDA.2019.8725728
45,166,/document/9760334/,Big Data Application Technology Framework for Land Use Monitoring,10.1109/ICBDA55095.2022.9760334
46,171,/document/9130588/,The big data analysis and mining of people's livelihood appeal based on time series modeling and algorithm,10.1109/HPBDIS49115.2020.9130588
47,174,/document/8367675/,Research and application on occupational hazards regulation big data,10.1109/ICBDA.2018.8367675
48,177,/document/8078825/,Hp-Apriori: Horizontal parallel-apriori algorithm for frequent itemset mining from big data,10.1109/ICBDA.2017.8078825
49,180,/document/8669529/,Research on Medical Service System Based on Big Data Technology,10.1109/ICITBS.2019.00079
50,185,/document/8456108/,The Challenges of Big Data Governance in Healthcare,10.1109/TrustCom/BigDataSE.2018.00240
51,191,/document/7508117/,A robust model for big healthcare data analytics,10.1109/CONFLUENCE.2016.7508117
52,194,/document/9403166/,Research on the Core Technology of Education Big Data Based on Data Mining,10.1109/ICBDA51983.2021.9403166
53,196,/document/9574431/,Synthetic Aperture Radar for SDGs in Big Data Era,10.1109/BIGSARDATA53212.2021.9574431
54,203,/document/8706990/,Random Sample Partition: A Distributed Data Model for Big Data Analysis,10.1109/TII.2019.2912723
55,205,/document/8386521/,Data quality assessment for on-line monitoring and measuring system of power quality based on big data and data provenance theory,10.1109/ICCCBDA.2018.8386521
56,215,/document/8945787/,Multi-Dimensional Visualization Analysis of China's Big Data Research from 2012 to 2019,10.1109/MLBDBI48998.2019.00050
57,218,/document/8078706/,Research on architecture of education big data analysis system,10.1109/ICBDA.2017.8078706
58,226,/document/8390056/,Platforms for big data analytics: Trend towards hybrid era,10.1109/ICECDS.2017.8390056
59,229,/document/7433708/,Data Storage Adapter in Big Data Platform,10.1109/DTA.2015.9
60,230,/document/9201706/,Research Status and Future Expectation of Agricultural Big Data Technology,10.1109/ICCSE49874.2020.9201706
61,234,/document/8078796/,Some key problems of data management in army data engineering based on big data,10.1109/ICBDA.2017.8078796
62,239,/document/9459026/,Analysis of the Security Strategy of Computer Network Data under the Background of Big Data,10.1109/ICAIBD51990.2021.9459026
63,241,/document/9006294/,QualiBD: A Tool for Modelling Quality Requirements for Big Data Applications,10.1109/BigData47090.2019.9006294
64,242,/document/7841089/,Big data application in job trend analysis,10.1109/BigData.2016.7841089
65,245,/document/10020564/,A Novel Rigorous Measurement Model for Big Data Quality Characteristics,10.1109/BigData55660.2022.10020564
66,248,/document/9545987/,Research on Big Data Analysis Data Acquisition and Data Analysis,10.1109/CAIBDA53561.2021.00041
67,250,/document/8785871/,Research progress on network public opinion based on rough sets from the big data perspective,10.1109/ITAIC.2019.8785871
68,254,/document/9457419/,Research on Gridding Management of Intelligent Society Based on Big Data,10.1109/ICBDIE52740.2021.00035
69,256,/document/9208652/,Distributed Data Strategies to Support Large-Scale Data Analysis Across Geo-Distributed Data Centers,10.1109/ACCESS.2020.3027675
70,258,/document/9403806/,Big data cleaning model of smart grid based on Tensor Tucker decomposition,10.1109/ICBASE51474.2020.00043
71,264,/document/8085555/,Experimental teaching design and practice on big data course,10.1109/ICCSE.2017.8085555
72,269,/document/8862267/,Big Data Quality Framework: Pre-Processing Data in Weather Monitoring Application,10.1109/COMITCon.2019.8862267
73,272,/document/9101284/,Data Factory: An Efficient Data Analysis Solution in the Era of Big Data,10.1109/ICBDA49040.2020.9101284
74,277,/document/8622388/,Using Big Data Analytics to Create a Predictive Model for Joint Strike Fighter,10.1109/BigData.2018.8622388
75,283,/document/8078866/,Research on big data application in intelligent safety supervision,10.1109/ICBDA.2017.8078866
76,284,/document/7363988/,"The need for new processes, methodologies and tools to support big data teams and improve big data project effectiveness",10.1109/BigData.2015.7363988
77,286,/document/9006051/,Big Federal Data Centers Implementing FAIR Data Principles: ARM Data Center Example,10.1109/BigData47090.2019.9006051
78,291,/document/7840595/,Antecedents of big data quality: An empirical examination in financial service organizations,10.1109/BigData.2016.7840595
79,297,/document/8552321/,Research on the Biological Basis of Treating Different Diseases with Same Method Based on Big Data Mining and Complex Network,10.1109/BDS/HPSC/IDS18.2018.00063
80,305,/document/10053155/,Research on data cleaning in big data environment,10.1109/3CBIT57391.2022.00037
81,307,/document/10053346/,Research on the intelligent application scenarios of big data technology in customs declaration and clearance,10.1109/3CBIT57391.2022.00017
82,309,/document/8332783/,Research on the Application of Big Data in Academic Libraries,10.1109/ICITBS.2018.00099
83,311,/document/10206411/,A Study on the Impact of Big Data Complexity Technostress on Data Management Capabilities,10.1109/ICAIBD57115.2023.10206411
84,316,/document/8029373/,Challenges of Software Testing for Astronomical Big Data,10.1109/BigDataCongress.2017.91
85,319,/document/7207247/,Using Big Data for Profiling Heavy Users in Top Video Apps,10.1109/BigDataCongress.2015.63
86,325,/document/8754035/,"Making the Pedigree to Your Big Data Repository: Innovative Methods, Solutions, and Algorithms for Supporting Big Data Privacy in Distributed Settings via Data-Driven Paradigms",10.1109/COMPSAC.2019.10257
87,326,/document/8669607/,Research on Feasibility Path of Technology Supervision and Technology Protection in Big Data Environment,10.1109/ICITBS.2019.00077
88,328,/document/9442518/,Opportunities and Challenges of Macroeconomic Analysis in Big Data Era,10.1109/ICCCBDA51879.2021.9442518
89,331,/document/9442572/,Research on Financial Information Model Construction under the Background of Big Data,10.1109/ICCCBDA51879.2021.9442572
90,333,/document/8725723/,Intelligent Procuratorate Depends on Big Data Investigation Technology,10.1109/ICCCBDA.2019.8725723
91,335,/document/9434477/,Research on Innovation of Enterprise Business Model Based on Big Data Analysis,10.1109/ICBDSS51270.2020.00047
92,339,/document/9457414/,Big Data Technology Boosts Research on the Modernization of Vocational Education Management in Shandong Province,10.1109/ICBDIE52740.2021.00019
93,341,/document/10481929/,Corddl: An Efficient and Extensible Connector between Relational Databases and Data Lakes,10.1109/MLBDBI60823.2023.10481929
94,346,/document/7184922/,Hadoop as Big Data Operating System -- The Emerging Approach for Managing Challenges of Enterprise Big Data Platform,10.1109/BigDataService.2015.72
95,349,/document/7364111/,Data confidentiality challenges in big data applications,10.1109/BigData.2015.7364111
96,352,/document/7407766/,Data science vs big data @ UTM big data centre,10.1109/ICSITech.2015.7407766
97,355,/document/9377734/,Requirements Engineering Practices and Challenges in the Context of Big Data Software Development Projects: Early Insights from a Case Study,10.1109/BigData50022.2020.9377734
98,357,/document/9726996/,Application of big data acquisition and analysis technology in social risk management,10.1109/ICBAR55169.2021.00015
99,359,/document/9457465/,The Opportunity and Path of School Physical Education Reform in the Era of Big Data,10.1109/ICBDIE52740.2021.00161
100,362,/document/10092639/,Research on the value and application of power big data in external value-added services,10.1109/CBASE57816.2022.00036
101,369,/document/8258406/,A big data analytics framework for forecasting rare customer complaints: A use case of predicting MA members' complaints to CMS,10.1109/BigData.2017.8258406
102,371,/document/8104203/,Meeting Technology and Methodology into Health Big Data Analytics Scenarios,10.1109/CBMS.2017.71
103,375,/document/9708975/,Research on E-commerce Precision Marketing Model Based on Big Data Technology,10.1109/BDEIM55082.2021.00050
104,377,/document/8622377/,A Framework for Five Big V’s of Big Data and Organizational Culture in Firms,10.1109/BigData.2018.8622377
105,379,/document/9403030/,Research on Education Big Data Security Strategy under Network Environment,10.1109/ICBDA51983.2021.9403030
106,381,/document/9109961/,Research on the Application of Big Data Technology in Electronic Commerce Supply Chain,10.1109/ICITBS49701.2020.00152
107,384,/document/9849793/,Research on the Big Data-based Product Quality Data Package Construction and Application,10.1109/CTISC54888.2022.9849793
108,389,/document/9695614/,Research Progress of Domestic Big Data Field Based on Social Network Method,10.1109/IAECST54258.2021.9695614
109,394,/document/8622539/,A Study on Big Data Cluster in Smart Factory using Raspberry-Pi,10.1109/BigData.2018.8622539
110,397,/document/8029372/,Ecosystem Design of Big Data through Previous Study Analysis in the World: Policy Design for Big Data as Public Goods,10.1109/BigDataCongress.2017.79
111,402,/document/7363966/,Toward big data risk analysis,10.1109/BigData.2015.7363966
112,403,/document/9434494/,Application and research of Big data analysis in commercial Banks,10.1109/ICBDSS51270.2020.00025
113,409,/document/10386491/,Big Data and Data Visualization Challenges,10.1109/BigData59044.2023.10386491
114,413,/document/10473443/,Research on Data Fusion and Sharing Based on Power Big Data,10.1109/ICNISC60562.2023.00070
115,423,/document/7165992/,Big Picture of Big Data Software Engineering: With Example Research Challenges,10.1109/BIGDSE.2015.10
116,426,/document/10070180/,Research on Power Grid Condition Monitoring Method Based on Big Data,10.1109/AIIPCC57291.2022.00057
117,431,/document/6867550/,Defining architecture components of the Big Data Ecosystem,10.1109/CTS.2014.6867550
118,435,/document/7105553/,"An overview of big data opportunities, applications and tools",10.1109/ISACV.2015.7105553
119,439,/document/7565634/,Big Data for Remote Sensing: Challenges and Opportunities,10.1109/JPROC.2016.2598228
120,446,/document/9442544/,Research and Application of Big Earth Data Distribution and Sharing System,10.1109/ICCCBDA51879.2021.9442544
121,451,/document/9434446/,Big data mining in public service demand positioning,10.1109/ICBDSS51270.2020.00052
122,453,/document/8457755/,An OWL Ontology for Supporting Semantic Services in Big Data Platforms,10.1109/BigDataCongress.2018.00039
123,457,/document/7509819/,Research on analysis system of city price based on big data,10.1109/ICBDA.2016.7509819
124,460,/document/7184884/,The Management of Application of Big Data in Internet of Thing in Environmental Protection in China,10.1109/BigDataService.2015.68
125,465,/document/6906796/,Reducing the Search Space for Big Data Mining for Interesting Patterns from Uncertain Data,10.1109/BigData.Congress.2014.53
126,468,/document/9626288/,Research Hotspots and Trend Analysis of Big Data in Education,10.1109/BDEE52938.2021.00026
127,474,/document/8367645/,Study on the application of big data in accurate marketing of cross-border e-commerce in China,10.1109/ICBDA.2018.8367645
128,477,/document/7840739/,A strategic approach for visualizing the value of big data (SAVV-BIGD) framework,10.1109/BigData.2016.7840739
129,480,/document/8258399/,Big data technology and ethics considerations in customer behavior and customer feedback mining,10.1109/BigData.2017.8258399
130,482,/document/9378407/,Machine Learning and OLAP on Big COVID-19 Data,10.1109/BigData50022.2020.9378407
131,486,/document/8386512/,A literature review on the key technologies of processing big data,10.1109/ICCCBDA.2018.8386512
132,492,/document/8626847/,A Cloud Computing Solution for Big Imagery Data Analytics,10.1109/BGDDS.2018.8626847
133,497,/document/7311903/,On the Research of Data Warehouse in Big Data,10.1109/ICNISC.2015.126
134,501,/document/10165596/,Research on the Impact of Big Data Analysis and Integration Capability on Enterprise Innovation Performance—The Intermediary Effect of Supply Chain Collaborative Innovation,10.1109/ICIBA56860.2023.10165596
135,505,/document/9434476/,Research on Emergency Management Information System Model Based on Big Data,10.1109/ICBDSS51270.2020.00048
136,507,/document/9489108/,Big Data Driven E-Commerce Application Management System,10.1109/ICCES51350.2021.9489108
137,511,/document/8396165/,Multi-source heterogeneous data fusion,10.1109/ICAIBD.2018.8396165
138,516,/document/7364093/,Gradient-based signatures for big multimedia data,10.1109/BigData.2015.7364093
139,520,/document/8787092/,A Survey on Big Data Pre-processing,10.1109/ACIT-CSII-BCD.2017.49
140,526,/document/10485700/,Research on Big Data Retrieval System of Intelligent Computer AI in Post-Moore Era,10.1109/EEBDA60612.2024.10485700
141,529,/document/10210856/,Traffic Flow Prediction Method Based on Big Data Mining,10.1109/ICITBS55627.2022.00081
142,532,/document/7841018/,A novel big-data processing framwork for healthcare applications: Big-data-healthcare-in-a-box,10.1109/BigData.2016.7841018
143,536,/document/9421402/,Exploration on Big Data Education for Computer majors in Applied Colleges and Universities,10.1109/ICMCCE51767.2020.00405
144,539,/document/8530819/,The Design of Distributed Power Big Data Analysis Framework and Its Application in Residential Electricity Analysis,10.1109/CBD.2018.00023
145,542,/document/9626261/,Research on Professional Talent Training Mode on Data Science and Big Data Technology in Local Application-oriented Universities,10.1109/BDEE52938.2021.00016
146,547,/document/7545058/,A Big Data Analysis and Application Platform for Civil Aircraft Health Management,10.1109/BigMM.2016.54
147,555,/document/9377876/,FDC Cache: Semantics-driven Federated Caching and Querying for Big Data,10.1109/BigData50022.2020.9377876
148,558,/document/9963872/,Comprehensive urban atlas design and practice of big spatiotemporal data,10.1109/Geoinformatics57846.2022.9963872
149,567,/document/9403810/,Research on the Teaching Reform of Finance and Accounting Major under the Background of Big Data,10.1109/ICBASE51474.2020.00023
150,570,/document/7004336/,A system architecture for manufacturing process analysis based on big data and process mining techniques,10.1109/BigData.2014.7004336
151,576,/document/8673585/,Cybersecurity in Big Data Era: From Securing Big Data to Data-Driven Security,10.1109/TSC.2019.2907247
152,580,/document/9110032/,Research on the Management Mode of Graduate Students in Colleges and Universities Based on Big Data,10.1109/ICITBS49701.2020.00136
153,582,/document/8078852/,A simple analysis of revolution and innovation of marketing mix theory from big data perspective,10.1109/ICBDA.2017.8078852
154,585,/document/10053369/,Big Data Application in the Course of Supply Chain Management,10.1109/3CBIT57391.2022.00014
155,588,/document/7363745/,System and architecture level characterization of big data applications on big and little core server architectures,10.1109/BigData.2015.7363745
156,593,/document/9442528/,Research on Credit Resources Management of China's Commercial Banks Based on the Application of Big Data Credit Investigation,10.1109/ICCCBDA51879.2021.9442528
157,596,/document/7224857/,Design of a scalable data stream channel for big data processing,10.1109/ICACT.2015.7224857
158,602,/document/9693875/,The Role and Application of Big Data Technology in Decision-Making Management of Colleges And Universities,10.1109/ICDSBA53075.2021.00038
159,604,/document/8622621/,Privacy Issues and Data Protection in Big Data: A Case Study Analysis under GDPR,10.1109/BigData.2018.8622621
160,609,/document/7509823/,2D approach measuring multidimensional data pattern in big data visualization,10.1109/ICBDA.2016.7509823
161,612,/document/7943148/,Emerging trends in applications of big data in educational data mining and learning analytics,10.1109/CONFLUENCE.2017.7943148
162,615,/document/9731020/,Research on Enterprise Information Security and Privacy Protection in Big Data Environment,10.1109/MLBDBI54094.2021.00067
163,617,/document/8935863/,Genomic Anomaly Searching with BLAST Algorithm using MapReduce Framework in Big Data Platform,10.1109/IWBIS.2019.8935863
164,622,/document/8078850/,Realistic plight of enterprise decision-making management under big data background and coping strategies,10.1109/ICBDA.2017.8078850
165,623,/document/8862433/,The Zeitgeist Juncture of “Big Data” and its Future Trends,10.1109/COMITCon.2019.8862433
166,629,/document/9786918/,Big Data in Healthcare: A Review,10.1109/ICI53355.2022.9786918
167,633,/document/8500066/,A Microservices-Based Platform for Efficiently Managing Oceanographic Data,10.1109/Innovate-Data.2018.00011
168,639,/document/9708930/,The Application of Big Data Technology in Computer Network Information Management,10.1109/BDEIM55082.2021.00083
169,641,/document/8386517/,Study on information recommendation of scientific and technological achievements based on user behavior modeling and big data mining,10.1109/ICCCBDA.2018.8386517
170,643,/document/9457433/,Research on the Construction of University Informatization Teaching Mode Based on Big Data,10.1109/ICBDIE52740.2021.00012
171,645,/document/7364064/,"Big data, big data quality problem",10.1109/BigData.2015.7364064
172,649,/document/10252572/,A Comparative Study on Recent Trends to Secure Big Data,10.1109/ICECCME57830.2023.10252572
173,651,/document/9255244/,Overview of Big Data Applications in Remote Sensing,10.1109/ISMSIT50672.2020.9255244
174,653,/document/7363960/,"Current security threats and prevention measures relating to cloud services, Hadoop concurrent processing, and big data",10.1109/BigData.2015.7363960
175,658,/document/8622644/,A study on modeling using big data and deep learning method for failure diagnosis of system,10.1109/BigData.2018.8622644
176,662,/document/9742504/,Research and practice of teaching mode of Big Data Acquisition and Cleaning based on OBE concept,10.1109/ICISE-IE53922.2021.00140
177,664,/document/9546382/,Research on the Application of Big Data in Smart Food Safety,10.1109/ICDSBA51020.2020.00017
178,668,/document/8717484/,Big Data Impacts and Challenges: A Review,10.1109/JEEIT.2019.8717484
179,672,/document/9671862/,Finding Your Way Through the Jungle of Big Data Architectures,10.1109/BigData52589.2021.9671862
180,676,/document/10100229/,Right to Digital Privacy: A Technological Intervention of Blockchain and Big Data Analytics,10.1109/ICIDCA56705.2023.10100229
181,683,/document/9650308/,Research on Network Communication Model and Network Security Technology through Big Data,10.1109/ICDSCA53499.2021.9650308
182,686,/document/7855990/,Data Mining with Big Data,10.1109/ISCO.2017.7855990
183,689,/document/7944952/,Big Data Validation Case Study,10.1109/BigDataService.2017.44
184,692,/document/8328551/,Towards the Design of a System and a Workflow Model for Medical Big Data Processing in the Hybrid Cloud,10.1109/DASC-PICom-DataCom-CyberSciTec.2017.207
185,695,/document/9378113/,A Study on the Causes of Garbage Collection in Java for Big Data Workloads,10.1109/BigData50022.2020.9378113
186,701,/document/7310734/,Knowledge Management in Big Data Times,10.1109/BDCloud.2015.10
187,703,/document/9927803/,OLAP over Big COVID-19 Data: A Real-Life Case Study,10.1109/DASC/PiCom/CBDCom/Cy55231.2022.9927803
188,706,/document/9148505/,Application Research of Big Data Statistics in the Field of Economic Management,10.1109/CIBDA50819.2020.00019
189,708,/document/7509805/,A scalable and productive workflow-based cloud platform for big data analytics,10.1109/ICBDA.2016.7509805
190,713,/document/8632796/,Engineering Big Data to Small Businesses: Lessons Learned from a Case Study,10.1109/BigDIA.2018.8632796
191,720,/document/9110045/,Research on the Accurate Identification Method of College Students with Financial Difficulties Based on Big Data,10.1109/ICITBS49701.2020.00150
192,722,/document/8836997/,Application Research of VCR Model Based on AHP in the Design of Government Service Big Data Scenario,10.1109/ICAIBD.2019.8836997
193,727,/document/7034792/,A Data Science Solution for Mining Interesting Patterns from Uncertain Big Data,10.1109/BDCloud.2014.136
194,728,/document/8725744/,Analysis of the Application of Military Big Data in Equipment Quality Information Management,10.1109/ICCCBDA.2019.8725744
195,732,/document/10092652/,The impact of big data on microeconomic activities and the challenges it faces,10.1109/CBASE57816.2022.00038
196,734,/document/8258522/,Big data analysis of youth tobacco smoking trends in the United States,10.1109/BigData.2017.8258522
197,738,/document/6597164/,Service-Generated Big Data and Big Data-as-a-Service: An Overview,10.1109/BigData.Congress.2013.60
198,742,/document/10482073/,Fractal Data Story Model of Fusion Time and Space for Big Data,10.1109/MLBDBI60823.2023.10482073
199,747,/document/8713202/,Process and Application of Data Mining in the University Library,10.1109/ICBDA.2019.8713202
200,750,/document/7364114/,Using Word2Vec to process big text data,10.1109/BigData.2015.7364114
201,753,/document/9407207/,Research on the Relevance of Big Data Accounting and Financial Information,10.1109/BDEIM52318.2020.00013
202,756,/document/7840935/,Bad big data science,10.1109/BigData.2016.7840935
203,758,/document/9391025/,Research on Data Security in Big Data Cloud Computing Environment,10.1109/IAEAC50856.2021.9391025
204,762,/document/8290002/,Is big data for everyone? the challenges of big data adoption in SMEs,10.1109/IEEM.2017.8290002
205,766,/document/10245962/,Application of Data Mining Technology in Financial Data Analysis Methods Under the Background of Big Data,10.1109/ICDSNS58469.2023.10245962
206,770,/document/8622182/,Big Data Augmentation with Data Warehouse: A Survey,10.1109/BigData.2018.8622182
207,773,/document/8622206/,Big Data Augmentation with Data Warehouse: A Survey,10.1109/BigData.2018.8622206
208,774,/document/10020651/,A method of cleaning data from IoT devices in Big data systems,10.1109/BigData55660.2022.10020651
209,777,/document/7216718/,Big data analytic empowered grid applications — Is PMU a big data issue?,10.1109/EEM.2015.7216718
210,783,/document/9006234/,bench4gis: Benchmarking Privacy-aware Geocoding with Open Big Data,10.1109/BigData47090.2019.9006234
211,786,/document/9709085/,Construction of short video marketing model based on big data technology,10.1109/BDEIM55082.2021.00085
212,788,/document/10154751/,Application and Enlightenment of Big Data Technology in US Military Logistics Support,10.1109/ICCCBDA56900.2023.10154751
213,795,/document/8258185/,Towards a requirements engineering artefact model in the context of big data software development projects: Research in progress,10.1109/BigData.2017.8258185
214,796,/document/9389859/,Research on Anti-tampering Simulation Algorithm of Block Chain-based Supply Chain Financial Big Data,10.1109/ICBAIE52039.2021.9389859
215,799,/document/9360934/,Application Analysis of Big Data in Digital Media,10.1109/MLBDBI51377.2020.00062
216,802,/document/7460338/,An exploratory study on big data processing: A case study from a biomedical informatics,10.1109/ICBDSC.2016.7460338
217,805,/document/8168057/,Big data technology application under belt and road initiative,10.1109/RPC.2017.8168057
218,808,/document/9403759/,A Preliminary Study on Data Security Technology in Big Data Cloud Computing Environment,10.1109/ICBASE51474.2020.00013
219,810,/document/9389892/,Research and Application of Big Data Analysis for Oil and Gas Production,10.1109/ICBAIE52039.2021.9389892
220,817,/document/7066162/,Study of the key technologies of electric power big data and its application prospects in smart grid,10.1109/APPEEC.2014.7066162
221,824,/document/7841076/,ORANGE: Spatial big data analysis platform,10.1109/BigData.2016.7841076
222,828,/document/9523950/,Data Visualization System Based on Big Data Analysis,10.1109/ICRIS52159.2020.00027
223,832,/document/7841101/,Meta-analysis of big data security and privacy: Scholarly literature gaps,10.1109/BigData.2016.7841101
224,835,/document/7872889/,The application of big data using MongoDB: Case study with SCeLE Fasilkom UI forum data,10.1109/IWBIS.2016.7872889
225,838,/document/8053816/,A Big Data-as-a-Service Framework: State-of-the-Art and Perspectives,10.1109/TBDATA.2017.2757942
226,843,/document/9407177/,Research on the Influence of Big Data to Audit,10.1109/BDEIM52318.2020.00008
227,845,/document/7841029/,Big data analytics as-a-service: Issues and challenges,10.1109/BigData.2016.7841029
228,848,/document/9289757/,A New Approach to Use Big Data Tools to Substitute Unstructured Data Warehouse,10.1109/ICBDA50157.2020.9289757
229,851,/document/7570890/,Big data and advanced analytics tools,10.1109/CDAN.2016.7570890
230,854,/document/9109987/,Research on Enterprise Human Resource Management Under the Background of Big Data,10.1109/ICITBS49701.2020.00132
231,856,/document/9736538/,Optimizing performance of Real-Time Big Data stateful streaming applications on Cloud,10.1109/BigComp54360.2022.00010
232,859,/document/8552285/,Research on Security Public Opinion Based on Declining Value of Big Data,10.1109/BDS/HPSC/IDS18.2018.00027
233,864,/document/8075482/,Big data challenges in China centre for resources satellite data and application,10.1109/WHISPERS.2015.8075482
234,868,/document/7364128/,Big data gathering and mining pipelines for CRM using open-source,10.1109/BigData.2015.7364128
235,872,/document/8078862/,Digital construction of coal mine big data for different platforms based on life cycle,10.1109/ICBDA.2017.8078862
236,874,/document/9108826/,Big Data: Current Challenges and Future Scope,10.1109/ISCAIE47305.2020.9108826
237,878,/document/7432672/,Researches on data processing and data preventing technologies in the environment of big data in power system,10.1109/DRPT.2015.7432672
238,883,/document/9674143/,A Privacy Protection Mechanism For Health Big Data Based On Xml,10.1109/ICCWAMTIP53232.2021.9674143
239,889,/document/8258267/,My (fair) big data,10.1109/BigData.2017.8258267
240,894,/document/8586790/,An Asymptotic Ensemble Learning Framework for Big Data Analysis,10.1109/ACCESS.2018.2889355
241,896,/document/10429093/,Research on the Construction of Intelligent Discipline Inspection and Supervision in Colleges and Universities under the Background of Big Data,10.1109/BigDIA60676.2023.10429093
242,899,/document/9742353/,Big Data Intelligence Solution for Health Analytics of COVID-19 Data with Spatial Hierarchy,10.1109/DataCom53700.2021.00009
