,ner_id,link,title,doi
171,285,publication/380773638_Big_data_analysis_and_application_of_library_information_resources?_sg=NGLng2ei0CMuXWe5QHqV3QFjIP7OXeN5XJTCthffKYDrgPz3cyy_stMdj1q-TNp2QNqQN8hFbi4rsOU,Big data analysis and application of library information resources, 10.2478/amns-2024-1212
172,286,publication/380393585_Big_Data_Analytics_in_Bioinformatics?_sg=SAktGD9wKz1IDFNwhhhoJYcZO2T2H2lTM7UpgqgRrYHzYVUF64N72ck9Tupapa_-mCxT6Co1xuTCQcQ,Big Data Analytics in Bioinformatics, 10.1007/978-3-031-55639-5_12
173,287,publication/380914226_The_Roles_of_Big_Data_for_Supporting_E-Government_Application_and_Usage_in_Public_Sector_Dubai?_sg=NRCsZ249Hsa3S1FGClLzkNZlxdoqbc3H4zz033QL8TuoC1tfCfN0N7xsaVsDtkkcrofU9SaPfom-3og,"The Roles of Big Data for Supporting E-Government Application and Usage in Public Sector, Dubai", 10.47604/ijts.2581
174,288,publication/380601417_Integrating_Traditional_BI_Tools_with_Big_Data_Technologies_Challenges_and_Solutions?_sg=IW_BGoJCImZ3rAjoRgnuASNKgQTILdhjqHczhySZjFWgW90bTG-IjtjpsyprVL2DBWH82_7GO847V8Q,Integrating Traditional BI Tools with Big Data Technologies: Challenges and Solutions, 10.14445/22312803/IJCTT-V72I5P111
175,290,publication/380302866_How_to_improve_firm_performance_using_big_data_analytics_capability_and_business_strategy_alignment?_sg=scivyPh_QlWBmvf0ks4xyuf4I1UnHtKZ-dXw_mUInKuEEKHJMJl-s83asrWMgLZ5mX2cei6qwoUFuBw,How to improve firm performance using big data analytics capability and business strategy alignment, 10.55041/IJSREM32538
176,291,publication/381045780_Cloud_computing_for_big_data_analytics_-_How_cloud_computing_can_handle_processing_large_amounts_of_data_and_improve_real-time_data_analysis?_sg=NgU7MC2Cf-ZmvAw7EbuBHqrsjSNoqNQqa1hFowH2mA_YcgSitwuECprzm895SKLf9nh63s3GHSStuuc,Cloud computing for big data analytics - : How cloud computing can handle processing large amounts of data and improve real-time data analysis., 10.1016/j.procs.2024.05.108
177,293,publication/375064478_Management_Accounting_in_the_Era_of_Big_Data?_sg=o6LkmSZ9tIaXi1a5QxO_ypEPtlrhD_HOCdiHsf2jv63Yr8RANQQRda6LOC7LCp-8lrnnQ570KCQGGyA,Management Accounting in the Era of Big Data, 10.1007/978-981-99-6101-6_65
178,296,publication/381333610_Boundary-spanning_search_and_breakthrough_innovation_the_moderating_role_of_big_data_analytics_capability?_sg=3iyEN0LMUExe-XyWY3t-woU3NmIoxlOlT6ghjfyOxmCGiorbXTKCHtTdh8IzePtoVJUzpjZoqJtQHzA,Boundary-spanning search and breakthrough innovation: the moderating role of big data analytics capability, 10.1108/JEIM-09-2023-0512
179,297,publication/379324754_Exploring_big_data_innovations_in_food_and_agriculture_research_An_in-depth_analysis?_sg=C3-rtRl-O87EKs8d6-i-LZnW6ySEPlYx47DPcAfmP1k0ppsTxBzTW-NxPPqu77pGVZt2aqkseLXjPWI,Exploring big data innovations in food and agriculture research: An in-depth analysis, 10.33545/2618060X.2024.v7.i3Se.471
180,298,publication/380021431_Challenges_and_Opportunities_of_Information_Technology_Management_in_Big_Data_Era?_sg=78u3qkEF9k6mr_0H8fMifDeWg10HCGYTrAQElsx2deKnmFQ4uP7Jg5z_O9zibbYIZELcjWKK0hJM4Wo,Challenges and Opportunities of Information Technology Management in Big Data Era, 10.61935/asder.2.1.2024.P144
181,299,publication/377166882_Pharmacogenomics_and_Big_Data?_sg=M4bxDcnfdn_erPRSlT2g_eGY27S9k9mvi01-xi0BMpTynySWvwOvdm044J49QqgIXUlSbAG5dHFwfDk,Pharmacogenomics and Big Data, 10.1007/978-3-031-45903-0_17
182,303,publication/379787581_Enterprise_intelligent_manufacturing_data_analysis_technology_based_on_big_data_analysis?_sg=nEQs4gERaujWTyxPCSlp1IQxmxgWJwIorwkWYi8KdiBSExYFE2Fan6N2I77jY69aH7eyCMjqdt8hhBw,Enterprise intelligent manufacturing data analysis technology based on big data analysis, 10.1051/smdo/2024005
183,304,publication/379887280_IMPORTANCE_AND_CHALLENGES_OF_BIG_DATA_IN_SUSTAINABLE_HEALTHCARE_DEVELOPMENT?_sg=TFtIi90Ua2otfCWfMGiuqEhMisPW6wo7W0QPR3l9O4a5lZ3HyKoJcrXFU5J8yLNsqv5ykLympVZgxSk,IMPORTANCE AND CHALLENGES OF BIG DATA IN SUSTAINABLE HEALTHCARE DEVELOPMENT, 10.55524/CSISTW.2024.12.1.34
184,306,publication/381294367_Global_soil_respiration_estimation_based_on_ecological_big_data_and_machine_learning_model?_sg=-o9P4lEDkM_tXhbB5YYb53144OuKAl0B1gV8A40m_-5UR1tHqcY8b-L2-4z1pQz7vxvrSlABh9xdSxM,Global soil respiration estimation based on ecological big data and machine learning model, 10.1038/s41598-024-64235-w
185,307,publication/379740487_Analysis_of_cryptographic_authentication_and_manipulation_detection_methods_for_big_data?_sg=vtQFKCdM470bsaYdK9H87a7JzGhZagPhgGwYNHvquObKt0gL4_s3YtKntEA9Gl-phBkQA2SuXVHgxCI,Analysis of cryptographic authentication and manipulation detection methods for big data, 10.31673/2409-7292.2024.010011
186,308,publication/379803187_Unveiling_the_Landscape_of_Big_Data_Analytics_in_Healthcare_A_Comprehensive_Bibliometric_Analysis?_sg=VZAb8dzgkISwvukyYcWp7m8p4rkUIluuxPnn6EAGBuzEsAGgM7YMc2G1LH5zHkKYvEdeVtNEtc1ilEI,Unveiling the Landscape of Big Data Analytics in Healthcare: A Comprehensive Bibliometric Analysis, 10.3991/ijoe.v20i06.48085
187,312,publication/380919576_Modelo_de_gestion_Big_data_turistico_caso_Manta_Ecuador?_sg=A1EXmBCkYwLzkBRCL9-PAjdl6VeVVnPmJBu9D_l5Y9R-cunH6YjZIwrZskf9Yr768dsjSU1FwFC6vNA,"Modelo de gestión Big data turístico, caso Manta, Ecuador", 10.51260/rigistur.v4i1.464
188,313,publication/379755646_An_eXplainable_Artificial_Intelligence_Methodology_on_Big_Data_Architecture?_sg=kNDWu30ARdXmYYnzSHMBxZmlOlNheKSYUlcwy59iMmPvOW9Nr-Eo9LrGXSMXrYZkZwILRSULKXCOX4M,An eXplainable Artificial Intelligence Methodology on Big Data Architecture, 10.1007/s12559-024-10272-6
189,316,publication/379786335_Application_of_Intelligent_Algorithms_and_Big_Data_Analysis_in_Film_and_Television_Creation?_sg=K5NVmyqDpIh2f9inBfTiIzfz6gOd7XmvBwOOdH_Bt-U5VJMEux_LtXyHSS0K6oy9ykbnHbviR6EJbp0,Application of Intelligent Algorithms and Big Data Analysis in Film and Television Creation, 10.12694/scpe.v25i3.2782
190,317,publication/380541144_Big_Data_Analytical_Capabilities_and_Performance_The_Mediating_Role_of_Knowledge_Management_in_IT_Firms?_sg=95j5C_hpqgdR3j2m5BQZa_hgPCr12rJAy3FXhK-RM_USiIPbEdEGR8Mn1IoAwwXoWqyQEh_KxJuHS7U,Big Data Analytical Capabilities and Performance: The Mediating Role of Knowledge Management in IT Firms, 10.62019/abbdm.v4i02.157
191,320,publication/380642023_Opportunities_and_Challenges_of_College_Mental_Health_Education_from_the_Perspective_of_Big_Data?_sg=f4bMOeLv6lX64SYJzR0gfnADrW0x4AIdgMFcfKTJWiudFmB6inmz1-VqvN9vtZyNpqJFwsWD3E1Ct94,Opportunities and Challenges of College Mental Health Education from the Perspective of Big Data, 10.26689/jcer.v8i4.6569
192,321,publication/381245114_Evaluating_the_role_of_big_data_analytics_in_enhancing_accuracy_and_efficiency_in_accounting_A_critical_review?_sg=GunaEb3E4qSvx7jStuuyPp9KS-LVTVKHGW7cGd3wDZoiXu9SsglV20HZRRmzOAydQOjVxIKCz8lWrHM,Evaluating the role of big data analytics in enhancing accuracy and efficiency in accounting: A critical review, 10.51594/farj.v6i6.1184
193,322,publication/379405795_Explicating_the_mapping_between_big_data_and_knowledge_management_a_systematic_literature_review_and_future_directions?_sg=yfThkO53VCLhASnAnFySr2Kl7ABsfUbUUB_DOeZW3vECH3fubsEgED328Wy8gK_IErkrU9z4oWCiHvU,Explicating the mapping between big data and knowledge management: a systematic literature review and future directions, 10.1108/BIJ-09-2022-0550
194,325,publication/379189863_Strategic_management_accounting_implementa-_tion_how_the_role_of_big_data_Strategic_management_accounting_implementation_how_the_role_of_big_data?_sg=ohv6AJRxApa09dmPMfQ48KkyoMPzzvQrSy0KYGBWZLAaEVIye6nHDCv8K3TAtChrNYisFTDjXSGijzg,Strategic management accounting implementa- tion: how the role of big data Strategic management accounting implementation: how the role of big data, 10.1285/i20705948v17n1p51
195,327,publication/380173428_Changes_and_Challenges_of_Recruitment_Models_in_the_Era_of_Big_Data_Intelligence?_sg=WCkbKBv1jIMb8J7DfG_VJXsvZbVVWOEqk5b6qCD0p1CUPEdgcgGbqidrk_qKUnC2ZdG53rLreJkP2hA,Changes and Challenges of Recruitment Models in the Era of Big Data Intelligence, 10.54097/3qnv8f14
196,328,publication/377175362_Comparing_Big_Data_Analysis_Techniques?_sg=He4A8x6qvDgCfVDI2YUHzkl7QzoZL8wfxv2RP-BpUqjt4Txpe8I2GbrLapbpkBqgHH6qEalNkB3qJ78,Comparing Big Data Analysis Techniques, 10.4018/979-8-3693-0413-6.ch009
197,329,publication/380867349_Changes_in_public_interest_in_sudden_cardiac_arrest_a_big_data_analysis?_sg=t6fbRkVFO1oyEoGOTVkvuB5RIc0TPg6mpQNz_azj5_rlko1-dqCOSg_6Ek_Lagwn9eto4OZUEXFRz5g,Changes in public interest in sudden cardiac arrest: a big data analysis, 10.1093/europace/euae102.585
198,330,publication/376534813_Leveraging_Big_Data_for_LOAC_Enforcement_Finding_the_Needle_in_a_Stack_of_Needles?_sg=54KqgnurxebeOulprrQdcJjoz0vSvDX9-I26h8tG2gk2S0jdW50vBKshNxBntdv2cg9C2EMsmLc8hjs,Leveraging Big Data for LOAC Enforcement: Finding the Needle in a Stack of Needles, 10.1093/oso/9780197668610.003.0013
199,331,publication/377545876_Analyzing_the_role_of_big_data_and_its_effects_on_the_retail_industry?_sg=M32nS-T6Vi--cNSGiZgb932wn8c9RlkqwfonTote2jG2X_nOZNCAqw4pfy77OMX59Z-GfWvgAPMNGoc,Analyzing the role of big data and its effects on the retail industry, 10.3233/WEB-230027
200,332,publication/374105951_Veracity_Assessment_of_Big_Data?_sg=EQlsYXIVTrjeWAUggPDuzHc9pIfFm1g87saU5NTF44P8srNdT4sMHKeqeMJ1MVdmd66Dp2L1mimZuUI,Veracity Assessment of Big Data, 10.1007/978-981-99-5088-1_26
201,334,publication/375672015_Importance_of_Introducing_Big_Data_into_Financial_Management?_sg=yVW0XuNNN2TRK8Bq_0PwwFQqfssvVOVpQxOOzJJqGF1tyTZ3jfkRUAYvos-agijQnacLJ91d1_10vfo,Importance of Introducing Big Data into Financial Management, 10.57237/j.jsts.2023.01.002
202,336,publication/380850014_Big_Data_and_Precise_Identification_Will_Be_Applied_to_Public-Private_Partnership_Projects?_sg=4-VY5Yk7QX9-RuDXTO_WstQprwn-xNVDBMacx83ILlByCa65Dq90xv_XqmAhJ-I8Ggb_fGlw8CAFgcI,Big Data and Precise Identification Will Be Applied to Public-Private Partnership Projects, 10.54254/2754-1169/72/20240674
203,337,publication/376534861_Big_Data_International_Law_Issues_Below_the_Armed_Conflict_Threshold?_sg=esqqBVccTG-rPUNtG7_qqwIMUr-i_0P6_k74pi4x6hpfhsoOrywBtWSN1Ol93tOsKG1nZ4i-7xCJiXQ,Big Data: International Law Issues Below the Armed Conflict Threshold, 10.1093/oso/9780197668610.003.0003
204,338,publication/380482850_Research_on_Enterprise_Human_Resource_Management_Reform_Strategy_in_the_Era_of_Big_Data?_sg=RO3dpauteXZyEm9DRfNu918hE_YQmN2-QOL12duIzauZzc8sqdF4QWjO4sdCwFW4dEIweHuViTY7Mks,Research on Enterprise Human Resource Management Reform Strategy in the Era of Big Data, 10.26689/pbes.v7i2.6797
205,339,publication/380446269_The_Big_Data_Thinking_in_Furniture_Innovative_Design_Under_the_Environment_Configuration_of_Modern_Chinese_Houses?_sg=XP2Pgij8zverjlKXnlqinTniFnILP2_xSDOlFQxY3AB4B0mDGGqZJa_8qHT8EOeJacCqkwmMR0Nw3qA,The Big Data Thinking in Furniture Innovative Design Under the Environment Configuration of Modern Chinese Houses, 10.52783/jes.3267
206,340,publication/378719187_Effects_of_Big_Data_on_PM25_A_Study_Based_on_Double_Machine_Learning?_sg=UD89SwIb_jNaD1Tt7-6aZIHk8lSpq7e3j-LpAS6-8cnq3337oqhRn5VFkfmCyVEk9iJSBUvnJh6fawM,Effects of Big Data on PM2.5: A Study Based on Double Machine Learning, 10.3390/land13030327
207,342,publication/377689113_UNDERSTANDING_BIG_DATA_APPLICATIONS_IN_THE_HEALTHCARE_INDUSTRY?_sg=XvMFKDjLUPaoAF1yz6IVp-FZwsyEfRMLDkAkga9LVZRJHcwdLG2EPzIDJipbtCp3V0EWy2MAKHk0JP8,Understanding Big Data Applications in the Healthcare Industry, 10.1109/ICACCTech61146.2023.00086
208,346,publication/379800105_Data_Nuggets_A_Method_for_Reducing_Big_Data_While_Preserving_Data_Structure?_sg=XSEkDBfzms-8UmZXQHoOuJ19E3nzdQim9T-7fAF5JmKZBqAUp8RYdDKyk5mv3bMn8Fno6Tr52jCPofs,Data Nuggets: A Method for Reducing Big Data While Preserving Data Structure, 10.1080/10618600.2024.2341896
209,347,publication/375509030_Smart_Cities_with_Big_Data?_sg=_QQvukuP7Kk1elBqtKNCf7I8CKlp4xwPuPp1ibv0evoDhf5Y-hmuqDzMYdmwk2FaLUMBrsBt5ztW82c,Smart Cities with Big Data, 10.48175/IJARSCT-13635
210,348,publication/375484966_Building_a_Big_Data_Architecture?_sg=AkE3qrmN9YSeMvIRYt1Zb6uI4js04onrHoy4dmzh9PdUMLabQlpjNm1xjYsR27CS77gXStTlmIWFk9M,Building a Big Data Architecture, 10.1007/978-1-4842-9760-5_3
211,349,publication/380799579_Research_on_the_Application_of_Cloud_Computing_Technology_in_Computer_Big_Data_Analysis?_sg=QT-PpUvfQ2ecO5cnEevhYDiaJx4DjqX_pm4DFf6zOy2wMSKNzPyys7E9J86wnwNPPmX_rU4Idtjly2g,Research on the Application of Cloud Computing Technology in Computer Big Data Analysis, 10.22158/jetss.v6n2p141
212,350,publication/361231672_Clinical_Network_for_Big_Data_and_Personalized_Health_Study_Protocol_and_Preliminary_Results?_sg=KAKRK2BNA0Nen2PGccRqnoiNR4CgMjC8BwEnb0lJGrlyK1OsYdgCAU7ukezAV3ft9EdDjYP0UfEwP2A,Clinical Network for Big Data and Personalized Health: Study Protocol and Preliminary Results, 10.3390/ijerph19116365
213,351,publication/378733952_Big_Data_Analytics_in_Business_Process_Insights_and_Implications?_sg=tOblxQDVBYLqHZkK8siPhht92X6rrqRyJKFRcLYjSYPPxLzulErciG9zdJ_Yaq5_Y89VLRoV66zt4yg,Big Data Analytics in Business Process: Insights and Implications, 10.1007/978-3-031-48465-0_15
214,353,publication/376987488_The_role_of_Big_Data_and_Data_Science_in_the_context_of_information_security_and_cybersecurity?_sg=UNEEzx3l8wqqAEhXFwbQl-4PLP1u7-SCiRjRh_v4ANVa8VfATVpmnsXGqBezUSqbsIiKDuMSSEYbIAg,The role of Big Data and Data Science in the context of information security and cybersecurity, 10.13166/jms/177036
215,356,publication/379202585_BIM_IoT_and_Big_Data_Integration_Framework_in_the_Green_Building_Industry?_sg=bh16GWAdn5adUtPw5nK0az0djWDR-UWkQ0zzf13YJ2FDjDfJzXvwOf9Tw3HVn3LUeZiiAH629cYrkII,"BIM, IoT, and Big Data Integration Framework in the Green Building Industry", 10.1007/978-981-99-7965-3_2
216,358,publication/378297921_Big_data_applications_in_portfolio_management_A_review_of_techniques_and_strategies?_sg=CwaCeDVkTVhHgOw60yalGGxZZ6UNWKjt2DoGJzpXe0JiaDBi31fwwBfMx9rBmY-59snf0-0pHF-f-Ik,Big data applications in portfolio management: A review of techniques and strategies, 10.30574/ijsra.2024.11.1.0268
217,359,publication/380623218_Development_Of_English_Education_Using_Big_Data_And_Learning_Analytics?_sg=HwSI0WTPi27RlyJ4V3prVTwk_vphNefkpuUgZ6fqId5SXqQJmPH7CdVS9aTBvIJiOUyVqlyv4yTkZhw,Development Of English Education Using Big Data And Learning Analytics, 10.52783/jes.3085
218,360,publication/376642226_Big_Data_Identification_of_Critical_Success_Factors?_sg=XOLksAjpnzFWT5o13oPIyFA2T989_1Xsjd9iehgpmM81Hne9olnew4Rw3DUpRsSaw5MLWySqBw6ficM,Big Data: Identification of Critical Success Factors, 10.1007/978-3-031-50158-6_34
219,361,publication/377502515_Pengaruh_Penggunaan_Big_Data_terhadap_Kualitas_Audit?_sg=NJYuUTZj-449VAK1hpLeFBPoWKulPUZT3eoZo20e_1drUpdaI5hgnMdxLzwpkP-ZZucisioWvdlTBKo,Pengaruh Penggunaan Big Data terhadap Kualitas Audit, 10.58939/afosj-las.v3i4.683
220,362,publication/379405860_Application_of_cloud_computing_platform_in_industrial_big_data_processing?_sg=zdwx9EiJfjZio3pxQ3yuwXf0-xgMqpIPk73Yjz43AH9OUla_3DvP50mlOHUB289haCq8tSFPBSzoE_c,Application of cloud computing platform in industrial big data processing, 10.54254/2755-2721/54/20241602
221,363,publication/376219556_Utopian_and_Dystopian_Sociotechnical_Imaginaries_of_Big_Data?_sg=3asclMm-xq-uYVXIHkHL6r9CCPkPWlarTZma5jS5pnfZITHFxuJDlfcAplLsXfzAqf8d6Nsb6_E9VW0,Utopian and Dystopian Sociotechnical Imaginaries of Big Data, 10.33621/jdsr.v5i4.180
222,365,publication/378638494_Impact_of_Big_Data_Technology_on_Contemporary_Society?_sg=55veNfNfLpzyRQ-Oo6b12oIbKFyMbJL2Lf0UwK81agtSIhDnzsKD8xWxdT6XnZg8HLP-ijvrjhRuRxo,Impact of Big Data Technology on Contemporary Society, 10.58679/it73078
223,367,publication/374564764_Ensuring_the_Big_Data_Traceability_in_Heterogeneous_Data_Systems?_sg=0-xaAXL4FKVP0p7-3XZt0uP0OXM71_aaTLTcd1Kq4ueBagK7szQkpNX-Hqmv4tOHBCLKHr5w7BurBLA,Ensuring the Big Data Traceability in Heterogeneous Data Systems, 10.1109/RusAutoCon58002.2023.10272905
224,370,publication/380762936_Advancements_in_Big_Data_Analytics_for_Human_Biology_and_Healthcare_Services?_sg=UXImx8QXQrirPlYym8dit1egEHzg_BTTVrg1gHGCjveX7k6_VJtC348cF4UoiKtLToUXmL4xVpoTLTM,Advancements in Big Data Analytics for Human Biology and Healthcare Services, 10.4018/979-8-3693-2426-4.ch003
225,371,publication/380315841_Manufacturing_Industry_Resource_Endowment_Index_and_Its_Big_Data_Model?_sg=M4s0SHF0zdbq8XwhSG8-6lchjw4UDi8LEqSdpfHx9FD50XCLYcElM5wpKYxSf97o0OtksjEyvUwhYYg,Manufacturing Industry Resource Endowment Index and Its Big Data Model, 10.52783/jes.3021
226,372,publication/378354937_Marketing_and_psychological_analysis_based_on_big_data_perspective?_sg=EGyMWi_IQzPl-YMZgmKfVfFGmMb_M9CApuixrPPDRGuEhxaq3QYP-jkL02U5QbVmRroauEnXWNrw9mY,Marketing and psychological analysis based on big data perspective, 10.54254/2755-2721/40/20230653
227,373,publication/379190238_Maximizing_Big_Data_Insights_with_Neural_Network_Advancements_An_Exploration_of_Data-Driven_Analytical_Strategies?_sg=rrSMW77OeIkGWSPPPJLUZBEyF0hxHu4OVa4I4ND7F8PvIwBNjyJXGVrgmhUlbB-RtKoH7rEkAa1q-xo,Maximizing Big Data Insights with Neural Network Advancements: An Exploration of Data-Driven Analytical Strategies, 10.13140/RG.2.2.26446.27203
228,375,publication/380160284_Value_and_Challenges_of_an_Integrated_Course_on_Digital_Marketing_and_Big_Data_A_Focus_Group_Study?_sg=eSZGheQDDwf5jI_q3hkzEfrDawNKi1PpGh94x6ymZysvPJqDLyHCx4mhPcpvPD7ucnv9IiVUBD2EGY4,Value and Challenges of an Integrated Course on Digital Marketing and Big Data: A Focus Group Study, 10.1007/978-981-97-2171-9_5
229,376,publication/381402954_Driving_energy_transition_through_financial_innovation_The_critical_role_of_Big_Data_and_ESG_metrics?_sg=cPLmzmHhNtH29V4Mhq6IaxPaJSOI01kO4Gn4oDvv_B31bssCa-EAXCp_SHXVvPxR9EQz8hhT3_U6yFM,Driving energy transition through financial innovation: The critical role of Big Data and ESG metrics, 10.51594/csitrj.v5i6.1226
230,379,publication/374388855_Big_Data_in_Disease_Diagnosis_and_Healthcare?_sg=1Q2LRoB0fl6U7Joycvt4ycqBpUHDkRa4XwAzFefguKpB5bnv0Cd8lYSITYqcTfXAUafXDC6xgrHwKiY,Big Data in Disease Diagnosis and Healthcare, 10.1201/9781003442639-6
231,380,publication/380939143_A_big_data_analytics_method_for_assessing_creditworthiness_of_SMEs_fuzzy_equifinality_relationships_analysis?_sg=9BYPhTC958aCCki2eHUH4Lt3tQ9W3q5RUt2D19C7l-EJZ2ynKjEY6jrJjhBxJTo7xVlRER0yuIn5qGI,A big data analytics method for assessing creditworthiness of SMEs: fuzzy equifinality relationships analysis, 10.1007/s10479-024-06054-w
232,384,publication/378017406_Smartic_A_smart_tool_for_Big_Data_analytics_and_IoT?_sg=GMFJHFI6CbRqNERHw2PMaIx3X1TBYKU5S2LCDcTGLjF75Sf9JQ8VWI-No18NFGISUImkouDBVt84ksk,Smartic: A smart tool for Big Data analytics and IoT, 10.12688/f1000research.73613.2
233,388,publication/379089558_The_Transformative_Impact_of_Big_Data_in_Healthcare_Improving_Outcomes_Safety_and_Efficiencies?_sg=HvVn38TlFU05ejEbn3bD7_vJqQwH7yrdopdvwfAedwshQO4jWcy5lNNYaHSHvix_TQm_d500vmNzy_Y,"The Transformative Impact of Big Data in Healthcare: Improving Outcomes, Safety, and Efficiencies", 10.62304/jbedpm.v3i03.82
234,389,publication/375778974_Big_Data_in_Information_Systems_A_Review?_sg=wWYMACm_ldv0KNcskks5BiVDBZFX6BH0F0UzXuO40llF4S2qI0nKMJaT3hk24XKeoslTYf6W-A2BVNA,Big Data in Information Systems: A Review, 10.9734/jerr/2023/v25i111017
235,391,publication/379404505_Role_of_Data_Visualization_and_Big_Data_Analytics_in_Smart_Agriculture?_sg=n4l36VYlX4kb22fU5j_e1ROvYMtGrfTi4Q1JvUgBw1KQE04Rzx9AZ-iVEEQRUPGE8TCFQFpQY-CDDVI,Role of Data Visualization and Big Data Analytics in Smart Agriculture, 10.4018/979-8-3693-5266-3.ch007
236,394,publication/379853567_The_Conceptual_of_Pavement_Management_System_Based_on_IoT_Big_Data_and_Data_Mining_in_Indonesia?_sg=Xuhw_xdmP2DoC67W0Dwayn4Xs9TlBj5iMQY838zf4UCdfvUzpG_JBjOMjOXupbFNr5ifju74qrLhFdQ,"The Conceptual of Pavement Management System Based on IoT, Big Data, and Data Mining in Indonesia", 10.1051/e3sconf/202451701001
237,397,publication/380794918_Design_of_English_Teaching_Capability_Evaluation_Model_Under_Big_Data_Analysis?_sg=eEGUWPLLpt_eJom6TT0V6_EOYVQYP2CkLgN4AYDQVGEGlAWWZ-o1FzO1WXMP3U7aj_Vau-8BGDlZNGQ,Design of English Teaching Capability Evaluation Model Under Big Data Analysis, 10.52783/jes.3527
238,398,publication/380987320_Deconstructing_big_data_for_development_BD4D_continuities_and_reflections_of_development_discourse_in_the_age_of_datafication?_sg=Do-b06cEwmy6wgh2QdpNOPssMyyDT5ZS0NbuCQCbAwOi0AV9_74JdfbQfpVcIb9-ImmtJWOxMQFrQVc,Deconstructing big data for development (BD4D): continuities and reflections of development discourse in the age of datafication, 10.1080/02681102.2024.2352382
239,400,publication/375551165_Data_Security_Issues_and_Countermeasure_Suggestions_for_Financial_Big_data_A_Literature_Review?_sg=9odR8cyIISbXl0wH56nGUE_MpYSM2G7b0cQoubtutXhN50ij6q2P62P4w5JmXG_2JGKQf3UiwHfa0qs,Data Security Issues and Countermeasure Suggestions for Financial Big data: A Literature Review, 10.54254/2754-1169/41/20232034
240,401,publication/377940941_Personalized_Big_Data_Access_Value_for_Medical_Staff?_sg=sPK9H8BGF-U3pfgrX2vtFDzM60NwvxF9nPMzWMhlCoz1d4WuKsSzSxmacTS-8ZbLUM4o3jzhQHzGYVw,Personalized Big Data Access: Value for Medical Staff, 10.1007/978-981-99-6529-8_1
241,404,publication/379314960_A_NOVEL_STUDY_ON_MACHINE_LEARNING_ALGORITHMS_FOR_BIG_DATA?_sg=RBEat0HQWpojXJt9diz4u-F08MMLFqBM6QW_8t5r50JCEFXFkifFuZ91EvxxK0rZF_M1xxou_VEdilQ,A NOVEL STUDY ON MACHINE LEARNING ALGORITHMS FOR BIG DATA, 10.55041/IJSREM29690
242,405,publication/374329209_Big_Data_and_Deep_Learning_Analytics?_sg=Wnnp0NQubX-tbTqTLy2wVsDOw33FIzagViGoZl2-o5NF0PJSVFq0zZIMduARipJzeogNbq_GIsvxoeU,Big Data and Deep Learning Analytics, 10.47363/JAICC/2023(2)120
243,406,publication/377995055_Exploring_the_data_turn_of_philosophy_of_language_in_the_era_of_big_data?_sg=-kd0ybi97x31UNEnZEvYWZ-zKQp86jGryn_NwmQHY18EophJiWA-nOogYCdZcqcKO-FPM086BFeBRpY,Exploring the data turn of philosophy of language in the era of big data, 10.1590/0101-3173.2024.v47.n4.e0240050
244,407,publication/380494920_Research_on_the_Current_Application_of_Big_Data_in_Public_Governance?_sg=EZf4k_PJgeFtn_wszk4E9j-AEX2gBsv8Z1x4teGCIBv99ndvj4jJUfaq9y3D6xZXDidOprz9fx4FpdE,Research on the Current Application of Big Data in Public Governance, 10.54254/2754-1169/80/20241808
245,408,publication/374329973_Use_of_Big_Data_in_the_Cloud_Computing?_sg=hn4nUKgNUUxLZARthZNPXngRJA-g33v3SFVKbZxdmqraaDCOUS2w-ADTwnp1mBcM0e7ZW8e6Me0sSAg,Use of Big Data in the Cloud Computing, 10.22214/ijraset.2023.55619
246,409,publication/380421515_Integrating_TOGAF_and_Big_Data_for_Digital_Transformation_Case_Study_on_the_Lending_Industry?_sg=4n7vtl3CxBsZxM-wYCY4QDJRfPJWE-xJyFREqchpDp1_xnAdSfyUKKqHAgbmdWQMJbd1XrqoP6UOdLU,Integrating TOGAF and Big Data for Digital Transformation: Case Study on the Lending Industry, 10.33395/sinkron.v8i2.13648
247,410,publication/367501876_Big_Data?_sg=WF7SWSi21gWgUczQRBJlPZU1ZtfGDX48NhLqS4rgJm4bDAfc24ASTMdr7izHxm4AYzU52rroOYu6ACM,Big Data, 10.1007/978-3-031-16031-8_2
248,412,publication/380553340_A_review_of_strategic_decision-making_in_marketing_through_big_data_and_analytics?_sg=SH631BdS9ffX6CHqR_sd4Ziry7xk1JIdfJ4kO1UTmTX_MDRLbyg3Cs1AYp2cQzed3BJB0A68wFFHQuk,A review of strategic decision-making in marketing through big data and analytics, 10.51594/csitrj.v5i5.1139
249,414,publication/377424109_Privacy-Preserving_and_Secure_Industrial_Big_Data_Analytics_A_Survey_and_the_Research_Framework?_sg=xjqGCFQ2ijeb9hYiWD0oZzxLXFYppTn5rMCUwXeCHDwR6vsfbb7Q1aKWHys1fbFbL9QzrqZfA7cEJqg,Privacy-Preserving and Secure Industrial Big Data Analytics: A Survey and the Research Framework, 10.1109/JIOT.2024.3353727
250,415,publication/374706244_THE_CONCEPT_AND_LEGAL_NATURE_OF_BIG_DATA?_sg=IAhdgEekmjVfDqdn-jFU-_sK6IGZCukiL-fXTZyS3snMbhGwawqiHHc9vmNeoMwehA7vO7IUwDMw4HQ,THE CONCEPT AND LEGAL NATURE OF BIG DATA, 10.51788/tsul.rols.2023.7.3./NNHN3157
