,ner_id,link,name,orcid,email,affiliation
72,86,/author/37089282807,Chen Chen,https://orcid.org/0000-0003-4181-9285,,"School of Computer Science and Engineering, Nanyang Technological University, Singapore"
73,87,/author/37089469340,Qiushi Zhu,https://orcid.org/0000-0002-1196-7781,,"University of Science and Technology of China (USTC), Hefei, China"
74,88,/author/37584925600,Eng Siong Chng,https://orcid.org/0000-0001-6257-7399,,"School of Computer Science and Engineering, Nanyang Technological University, Singapore"
75,90,/author/983924064253217,Zilu Guo,https://orcid.org/0009-0000-0486-6088,," University of Science and Technology of China  Hefei, China"
76,91,/author/37090051105,Jia Pan,,,"iFLYTEK Research, Hefei, China"
77,92,/author/37420537200,Qing-Feng Liu,,," University of Science and Technology of China  Hefei, China"
78,94,/author/37088822094,Xuenan Xu,https://orcid.org/0000-0001-8718-1278,," MoE Key Lab of Artificial Intelligence X-LANCE Lab  Shanghai Jiao Tong University, Shanghai, China"
79,95,/author/37088935573,Zeyu Xie,https://orcid.org/0009-0001-9546-3301,," MoE Key Lab of Artificial Intelligence X-LANCE Lab  Shanghai Jiao Tong University, Shanghai, China"
80,96,/author/37086866287,Mengyue Wu,https://orcid.org/0000-0002-5599-8707,,"Shanghai Jiao Tong University, Shanghai, China"
81,97,/author/38580940700,Kai Yu,https://orcid.org/0000-0002-7102-9826,," X-LANCE Lab  SJTU AI Institute Shanghai Jiao Tong University, Shanghai, China"
82,99,/author/37088503517,Zewen Chi,https://orcid.org/0000-0003-1615-1885,," Beijing Institute of Technology  Beijing, China"
83,100,/author/37672042000,Heyan Huang,https://orcid.org/0000-0002-0320-7520,," Beijing Institute of Technology  Beijing, China"
84,101,/author/37089423802,Luyang Liu,,," Harbin Institute of Technology  Harbin, China"
85,102,/author/37085389116,Yu Bai,,," Beijing Institute of Technology  Beijing, China"
86,103,/author/968979386191477,Xiaoyan Gao,,," Beijing Institute of Technology  Beijing, China"
87,104,/author/37085359729,Xian-Ling Mao,https://orcid.org/0000-0001-6795-2311,," Beijing Institute of Technology  Beijing, China"
88,106,/author/37089755609,Zengrui Jin,https://orcid.org/0000-0002-2637-7880,,"The Chinese University of Hong Kong, Hong Kong SAR, China"
89,107,/author/37088851068,Mengzhe Geng,https://orcid.org/0000-0002-7886-439X,,"The Chinese University of Hong Kong, Hong Kong SAR, China"
90,108,/author/37089776548,Jiajun Deng,https://orcid.org/0000-0001-8874-4167,,"The University of Adelaide, Australian Institute for Machine Learning, Australia"
91,109,/author/37089283062,Tianzi Wang,https://orcid.org/0009-0005-5823-3039,,"The Chinese University of Hong Kong, China"
92,110,/author/37089468820,Shujie Hu,https://orcid.org/0000-0002-8475-4912,,"The Chinese University of Hong Kong, Hong Kong SAR, China"
93,111,/author/37089468265,Guinan Li,https://orcid.org/0000-0002-2206-0237,,"The Chinese University of Hong Kong, Hong Kong SAR, China"
94,112,/author/37067675800,Xunying Liu,https://orcid.org/0000-0001-6725-1160,,"The Chinese University of Hong Kong, Hong Kong SAR, China"
95,114,/author/37089431187,Mathias Bach Pedersen,https://orcid.org/0000-0002-5897-054X,," Aalborg University  Aalborg, Denmark"
96,115,/author/37283443300,Søren Holdt Jensen,https://orcid.org/0000-0002-1050-470X,,"Danish Ministry of Defence Estate Agency, Hjørring, Denmark"
97,116,/author/37278529100,Zheng-Hua Tan,https://orcid.org/0000-0003-1478-622X,,"Pioneer Centre for AI, Copenhagen, Denmark;  Aalborg University  Aalborg Øst, Denmark"
98,117,/author/37271733000,Jesper Jensen,https://orcid.org/0000-0003-1478-622X,," Aalborg University  Aalborg, Denmark; Demant A/S, Smørum, Denmark"
99,120,/author/37088485570,Triantafyllos Kefalas,https://orcid.org/0009-0001-4414-5768,," Imperial College London  London, U.K."
100,121,/author/37670940200,Yannis Panagakis,https://orcid.org/0000-0003-0153-5210,,"Archimedes Research Unit, Marousi, Greece;  National and Kapodistrian University of Athens  Athens, Greece"
101,122,/author/37273162000,Maja Pantic,,,Imperial College London
102,124,/author/37090052817,Jiahong Li,https://orcid.org/0009-0002-0639-1519,," Auditory Cognition and Computational Acoustics Lab  MoE Key Laboratory of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University, Shanghai, China"
103,125,/author/37088483386,Chenda Li,https://orcid.org/0000-0003-0299-9914,," Auditory Cognition and Computational Acoustics Lab  MoE Key Laboratory of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University, Shanghai, China"
104,126,/author/37089471199,Yifei Wu,https://orcid.org/0009-0002-8201-6438,,"Shanghai Jiao Tong University, Shanghai, China"
105,127,/author/37085386346,Yanmin Qian,https://orcid.org/0000-0002-0314-3790,," Auditory Cognition and Computational Acoustics Lab  MoE Key Laboratory of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University, Shanghai, China"
106,129,/author/37088984053,Ritujoy Biswas,https://orcid.org/0000-0003-4108-1217,,"Indian Institute of Technology Jammu, Jammu, India"
107,130,/author/38580945400,Karan Nathwani,https://orcid.org/0000-0003-2531-0411,," Indian Institute of Technology  Jammu, India"
108,131,/author/38667324600,Vinayak Abrol,https://orcid.org/0000-0001-8149-8151,," Indraprastha Institute of Information Technology Delhi  New Delhi, India"
109,133,/author/37085845983,Berrak Sisman,https://orcid.org/0000-0001-8078-3305,," University of Texas at Dallas  Richardson, TX, USA"
110,134,/author/37407157000,Haizhou Li,https://orcid.org/0000-0001-9158-9401,,"Department of Electrical and Computer Engineering, National University of Singapore, Singapore;  School of Data Science  Chinese University of Hong Kong, Shenzhen, China"
111,136,/author/37086865098,Saurabhchand Bhati,https://orcid.org/0000-0001-6477-3895,,"Center for Language and Speech Processing, Johns Hopkins University, USA"
112,137,/author/37086444221,Jesús Villalba,https://orcid.org/0000-0001-9459-8426,," Johns Hopkins University  Baltimore, MD, USA;  Johns Hopkins University  Baltimore, MD, USA"
113,138,/author/37085363216,Piotr Żelasko,https://orcid.org/0000-0002-8245-0413,," Baltimore  MD, USA;  Johns Hopkins University  Baltimore, MD, USA"
114,139,/author/37086496864,Laureano Moro-Velázquez,https://orcid.org/0000-0002-3033-7005,," Johns Hopkins University  Baltimore, MD, USA"
115,140,/author/37541944500,Najim Dehak,https://orcid.org/0000-0002-4489-5753,," Johns Hopkins University  Baltimore, USA"
116,142,/author/37090076068,Haisheng Lu,https://orcid.org/0000-0003-3978-1492,," University of Electronic Science and Technology of China  Chengdu, China"
117,143,/author/37090076490,Jiangnan Liang,https://orcid.org/0009-0009-3725-9888,," University of Electronic Science and Technology of China  Chengdu, China"
118,144,/author/37090076563,Chuang Shi,https://orcid.org/0000-0002-1517-2775,," University of Southampton  Southampton, United Kingdom"
